http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00137,University of Tokyo@en,4^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00117,University of Gothenburg@en,4^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00147,Waseda University@en,3^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00135,University of Singapore@en,3^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00087,Royal University of Phnom Penh@en,3^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00139,University of Tsukuba@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00001,APSARA National Authority@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00122,University of Illinois@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00121,University of Hong Kong@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00039,Guangdong Technion Israel Institute of Technology@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00098,Tokyo National Research Institute for Cultural Properties@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00073,National Research Institute for Cultural Properties@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00054,Karlstad University@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00012,Australian National University@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00136,University of Sydney@en,2^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00060,Meijo University@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00080,O. P. Jindal Global University@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00022,Chulalongkorn University@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00138,University of Toronto@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00072,National Palace Museum@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00038,Guangdong Industry Polytechnic University@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00099,Tongren Polytechnic University@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00045,Hubei Minzu University@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00103,Universitas Islam Negeri Sunan Kalijaga@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00074,National University of Battambang@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00151,Bar Ilan University@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00030,Eberhard Karls University of Tubingen@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00114,University of Freiburg@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
http://www.semanticweb.org/ontologies/2026/khmerLOD/ORG_00150,Yonsei University@en,1^^<http://www.w3.org/2001/XMLSchema#integer>
