http://vocab.getty.edu/aat/300010463,brick^^<http://www.w3.org/2001/XMLSchema#string>
http://vocab.getty.edu/aat/300011376,sandstone^^<http://www.w3.org/2001/XMLSchema#string>
http://vocab.getty.edu/aat/300014334,laterite^^<http://www.w3.org/2001/XMLSchema#string>
