http://www.semanticweb.org/ontologies/2026/khmerLOD/ACTV_00002,Jaya Koh Ker Project@,http://www.semanticweb.org/ontologies/2026/khmerLOD/SITE_00081,Prasat Thom Prang@en,Jayavarman IV@
http://www.semanticweb.org/ontologies/2026/khmerLOD/ACTV_00002,Jaya Koh Ker Project@,http://www.semanticweb.org/ontologies/2026/khmerLOD/SITE_00082,Rahal@en,Jayavarman IV@
http://www.semanticweb.org/ontologies/2026/khmerLOD/ACTV_00002,Jaya Koh Ker Project@,http://www.semanticweb.org/ontologies/2026/khmerLOD/SITE_00105,Prasat Chen@en,Jayavarman IV@
