ID,Publication Title,Document Type,Object Identifier,OpenAcess,Affiliation,Provenance,Year,Authors,Language,Publisher,Keywords,Journal,Volume,Book,Abstract,Coverage,SpecificSiteID,Area,IDpub,IDJ,IDV,IDB
PUB_00172,Study on Relationship between Elastic Wave Profile and Stones' Condition in Angkor Monument,Article,https://doi.org/10.4028/www.scientific.net/AMR.133-134.697,N,Waseda University,Japan,2010,"Saori Tachino, Shunsuke Yamada, Shigeyoshi Sakurai, Masato Araya, Yoshinori Iwasaki",English,Trans Tech Publications,"Angkor Monument, masonry, elastic wave, deterioration",Advanced Materials Research,Volume 133-134,,"In this paper, we purpose to assess the crack and deterioration level of composed stones in Angkor Monument, Cambodia, by an elastic wave test. The degree of deterioration and crack is generally examined by supersonic wave test, electromagnetic wave test and hardness test. However, the above general methods are difficult to be applied to the stones in Angkor Monument, because there are some problems such as damages on the surface relief and an accuracy of the test results which highly depend on the surface deterioration level. Therefore, in this paper, we suggest the method of an elastic wave test by slightly knocking on the stones. Then, we analyze the elastic wave's profile, such as velocity, amplitude ratio and frequency etc. From the results, we examine about the relationship between the elastic wave profile and existence of crack or deterioration level of stone. The above examinations are applied to assess the structural safety of composed stones in Angkor Monument.",UNESCO_01,,"Geotechnical Engineering, Materials Science, Architecture",PUB_00172,JNL_00001,J1_VOL133,
PUB_00173,Camboya: Los casos de restitucion de Koh Ker,Article,,Y,UNESCO,Cambodia,2018,Kong Vireak,Spanish,UNESCO,,Patrimonio Mundial,Number 87,,,UNESCO_04,,Heritage Science,PUB_00173,JNL_00071,J71_NUMB87,
PUB_00174,"A comprehensive archaeological map of the world's largest preindustrial settlement complex at Angkor, Cambodia",Article,https://doi.org/10.1073/pnas.0702525104,Y,"University of Sydney1, Ecole Francaise d'Extreme-Orient2, National Aeronautics and Space Administration (NASA)3, University of New South Wales Sydney4, University of Queensland5","Australia145, France2, United States of America3",2007,"Damian Evans1, Christophe Pottier2, Roland J Fletcher1, Scott Hensley3, Ian Tapley4, Anthony Milne4, Michael Barbetti5",English,United States National Academy of Sciences,"archaeology, geographic information systems, remote sensing, southeast Asia, urbanism",Proceedings of the National Academy of Sciences,"Volume 104, Issue36",,"The great medieval settlement of Angkor in Cambodia {[}9th-16th centuries Common Era (CE)] has for many years been understood as a ``hydraulic city,{''} an urban complex defined, sustained, and ultimately overwhelmed by a complex water management network. Since the 1980s that view has been disputed, but the debate has remained unresolved because of insufficient data on the landscape beyond the great temples: the broader context of the monumental remains was only partially understood and had not been adequately mapped. Since the 1990s, French, Australian, and Cambodian teams have sought to address this empirical deficit through archaeological mapping projects by using traditional methods such as ground survey in conjunction with advanced radar remote-sensing applications in partnership with the National Aeronautics and Space Administration (NASA)/Jet Propulsion Laboratory (JPL). Here we present a major outcome of that research: a comprehensive archaeological map of greater Angkor, covering nearly 3,000 km(2), prepared by the Greater Angkor Project (GAP). The map reveals a vast, low-density settlement landscape integrated by an elaborate water management network covering > 1,000 km(2), the most extensive urban complex of the preindustrial world. It is now clear that anthropogenic changes to the landscape were both extensive and substantial enough to have created grave challenges to the long-term viability of the settlement.",UNESCO_01,,"Archaeology, Remote Sensing",PUB_00174,JNL_00074,J74_J1_VOL104,
PUB_00175,"Climate as a contributing factor in the demise of Angkor, Cambodia",Article,https://doi.org/10.1073/pnas.0910827107,Y,"Columbia University1, University of Sydney2, Ehime University3, Bidoup Nui Ba National Park4, Chiang Mai University5, Nong Lam University6","United States of America1, Australia2, Japan3, Vietnam46, Thailand5",2010,"Brendan M Buckley1, Kevin J Anchukaitis1, Dan Penny2, Roland J Fletcher2, Edward R Cook1, Masaki Sano3, Le Canh Nam4, Aroonrut Wichienkeeo5, Ton That Minh4, Truong Mai Hong6",English,United States National Academy of Sciences,"collapse, dendrochronology, paleoclimate, El Nino-Southern Oscillation, Palmer Drought Severity Index",Proceedings of the National Academy of Sciences,"Volume 107, Issue15",,"The ""hydraulic city"" of Angkor, the capitol of the Khmer Empire in Cambodia, experienced decades-long drought interspersed with intense monsoons in the fourteenth and fifteenth centuries that, in combination with other factors, contributed to its eventual demise. The climatic evidence comes from a seven-and-a-half century robust hydroclimate reconstruction from tropical southern Vietnamese tree rings. The Angkor droughts were of a duration and severity that would have impacted the sprawling city's water supply and agricultural productivity, while high-magnitude monsoon years damaged its water control infrastructure. Hydroclimate variability for this region is strongly and inversely correlated with tropical Pacific sea surface temperature, indicating that a warm Pacific and El Nino events induce drought at interannual and interdecadal time scales, and that low-frequency variations of tropical Pacific climate can exert significant influence over Southeast Asian climate and society.",UNESCO_01,,"Climatology, Environmental Sciences",PUB_00175,JNL_00074,J74_VOL107,
PUB_00176,Uncovering archaeological landscapes at Angkor using lidar,Article,https://doi.org/10.1073/pnas.1306539110,Y,"University of Sydney1, Ecole Francaise d'Extreme-Orient2, Archaeology and Development Foundation3, APSARA National Authority4, McElhanney Indonesia5, Jagiellonian University6, Institut National de Recherches Archeologiques Preventives7, Hungarian Indochina Company8, World Monuments Fund9","Australia1, France27, United Kingdom3, Cambodia4, Indonesia5, Poland6, Hungary8, United States of America9",2013,"Damian Evans1, Roland J Fletcher1, Christophe Pottier2, Jean-Baptiste Chevance3, Dominique Soutif2, Tan Boun Suy 4, Sokrithy Im4, Darith Ea4, Tina Tin4, Samnang Kim4, Christopher Cromarty5, StÃ©phane De Greef3, Kasper Hanus6, Pierre Baty7, Robert Kuszinger8, Ichita Shimoda4, Glenn Boornazian9",English,United States National Academy of Sciences,"Southeast Asia, urbanism, sustainability, resilience, water management",Proceedings of the National Academy of Sciences,"Volume 110, N31",,"Previous archaeological mapping work on the successive medieval capitals of the Khmer Empire located at Angkor, in northwest Cambodia (∼9th to 15th centuries in the Common Era, C.E.), has identified it as the largest settlement complex of the preindustrial world, and yet crucial areas have remained unmapped, in particular the ceremonial centers and their surroundings, where dense forest obscures the traces of the civilization that typically remain in evidence in surface topography. Here we describe the use of airborne laser scanning (lidar) technology to create high-precision digital elevation models of the ground surface beneath the vegetation cover. We identify an entire, previously undocumented, formally planned urban landscape into which the major temples such as Angkor Wat were integrated. Beyond these newly identified urban landscapes, the lidar data reveal anthropogenic changes to the landscape on a vast scale and lend further weight to an emerging consensus that infrastructural complexity, unsustainable modes of subsistence, and climate variation were crucial factors in the decline of the classical Khmer civilization.","UNESCO_04, UNESCO_01",,"Archaeology, Remote Sensing",PUB_00176,JNL_00074,J74_VOL110,
PUB_00177,World Heritage and WikiLeaks,Article,https://doi.org/10.1086/684643,N,Stanford University,United States of America,2016,Lynn Meskell,English,University of Chicago Press,,Current Anthropology,"Volume 57, Number 1",,"Globalization and world-making projects, like the United Nations Educational, Scientific and Cultural Organization (UNESCO) World Heritage program, have changed the stakes for particular heritage sites. Through processes of greater interdependence and connectivity, specific sites are transformed into transactional commodities with exchange values that transcend their historical or material characteristics and thus can be wrested from those contexts to serve other international interests. To illustrate, I employ evidence from the US diplomatic cables released by WikiLeaks to offer an unprecedented vantage onto one contested archaeological site, Preah Vihear temple in Cambodia. Thrust into the international spotlight with UNESCO World Heritage inscription in 2008, followed by the International Court of Justice rulings, we can trace the site's connectivity across national political intrigues, international border wars, bilateral negotiations surrounding gas and steel contracts, and military alignments. The very fact that so much politicking occurred around one site, and one that was largely invisible in international heritage circles until its controversial UNESCO listing and the resultant border war, is instructive. In essence, what the leaked cables reveal are the linkages between seemingly unrelated spheres and events, thus underscoring the intricate hyperconnectivity of heritage.",UNESCO_02,SITE_00113,Anthropology,PUB_00177,JNL_00025,J25_VOL57_NUMB1,
PUB_00178,How National Narratives Shape the Sovereignty of Nation-States,Article,https://doi.org/10.58112/jil.46-4.4,N,New York University,United States of America,2025,Xuan W Tay,English,University of Pennsylvania Law School,"Overseas Chinese, International-Law, Preah Vihear, Peking Man, Politics, History, Phenomenology, Power, Transnationalism, Diversity",University of Pennsylvania Journal of International Law,"Volume 46, Issue 4",,"This Article{*}{*} is broadly about the relationship between narratives and international legal behavior. It is specifically about the relationship between narratives about the nation-state, and how individuals think about sovereignty. In the main discussion, I introduce a cross-disciplinary theory which brings into view the national narrative's role in shaping sovereignty thinking. To illustrate the narrative theory, I discuss the phenomenon of Chinese diasporic sovereignty, denoting the tendency of some PRC officials to ascribe to the nation-state some measure of sovereignty authority over the overseas Chinese, including non-nationals. I argue Chinese diasporic sovereignty, constituting a departure from norms of territoriality and nationality, is informed by modern narratives of what it means to be ``Chinese.{''} The theory more broadly suggests international law can be viewed as a process driven by actors who are situated, introspective, and shaped by the stories they tell themselves. This bears theoretical and practical lessons, not least for conventional understandings of international legal behavior.",UNESCO_02,SITE_00113,"International Relations, Law",PUB_00198+U176:V176,JNL_00090,J90_VOL46_I4,
PUB_00179,An opinion on issues for future investigation of the water management of Greater Angkor,Article,https://doi.org/10.1002/wat2.1474,N,University of Sydney,Australia,2020,Roland J Fletcher,English,Wiley,"Angkor, climate change, inertia, risk, water management",WIREs Water,"Volume 7, Issue 5",,"The urban complex of Greater Angkor, the capital of the Khmer state from the 9th to the 14th-15th century CE, was a vast, convoluted settlement of rice fields, residential structures, shrines, roadways and water systems. Because the urban landscape was repeatedly remodeled on a massive scale the settlement plan is a complicated palimpsest of additions and remodeling that drastically altered earlier settlement configurations and water management features. Consequently, older settlements and structures in Greater Angkor are either buried or altered by later construction. The purpose of this paper is to offer an opinion about key issues which might be pursued or assessed concerning the development of water management in Angkor. The paper is about opinions because the physical evidence that is currently observable on and in the ground is partial, much is obscured and some is scarcely accessible. Further vigorous inquiry into water network of Greater Angkor is crucial for local cultural history and has serious, global implications for the vulnerability of very large, low-density urban settlements which are confronted by extreme climate instability.",UNESCO_01,,"Environmental Sciences, Ecology, Hidrology",PUB_00179,JNL_00091,J91_VOL7_I5,
PUB_00180,Unique performance of spaceborne SAR remote sensing in cultural heritage applications: Overviews and perspectives,Article,https://doi.org/10.1002/arp.1591,N,"Chinese Academy of Sciences1, Consiglio Nazionale delle Ricerche2","China1, Italy2",2018,"Fulong Chen1, Jiangbin You1, Panpan Tang1, Wei Zhou1, Nicola Masini2, Rosa Lasaponara2",English,Wiley,"Angkor, archaeological prospection, conservation, cultural heritage, D-TomoSAR, MT-InSAR, Niya, risk monitoring, SAR, Silk Road, TomoSAR",Archaeological Prospection," Volume 25, Issue 1",,"To be an innovative remote sensing technology, spaceborne synthetic aperture radar (SAR) is increasingly recognized as an irreplaceable tool in cultural heritage applications, such as archaeological prospection for the discovery of new sites and monument monitoring and management, taking advantage of observation capabilities independent of sun illumination and weather conditions. In this paper, we firstly give a synoptic overview for the state-of-art of spaceborne SAR technology in cultural heritage applications. Then, the unique performance of SAR compared with optical approaches, including subsurface imaging and interferometry, is objectively exploited and assessed using simulations and case studies. Simulations indicated that long wavelength SAR is promising in the detection of relics with an extended geometric dimension, particularly when the performance of tomographic SAR (TomoSAR) in subsurface imaging is optimized. However, case studies proved that interferometic SAR (InSAR) is useful for landscape archaeology by producing digital elevation models as well as for risk monitoring and preventive diagnosis of cultural properties using motion indicators. This study showed the potentialities of spaceborne SAR applications in cultural heritage, with particular reference to TomoSAR and differential TomoSAR (D-TomoSAR).",UNESCO_01,SITE_00030,"Archaeology, Geology",PUB_00180,JNL_00010,J10_VOL25_I1,
PUB_00181,Petrography and Geochemistry of Feldspathic Angkorean Arenites Are Linked to Magnetic Susceptibility and Suggest Different Igneous Sources,Article,https://doi.org/10.1002/gea.70034,Y,University of Munich,Germany,2025,"Fabian Dellefant, Iuliia V Sleptsova, Aaron Bufe, Melanie Kaliwoda",English,Wiley,"Angkor Park, Archaeometry, feldspathic arenite sub-classification, geochemistry, magnetic susceptibility, (magneto-)mineralogy",Geoarchaeology,"Volume 40, Issue 6",,"Magnetic susceptibility of feldspathic arenites in Angkorean temples has been used to interpret distinct quarry sources. However, magnetic properties can be affected by grain sorting and weathering of magnetic minerals, leaving ambiguity in the interpretations. To date, no systematic investigation is available that combines the mineralogy, petrography, and geochemistry of Angkorean building stones with the magnetic susceptibility. Here, we determine the origin of magnetic susceptibility variations via polarization microscopy, Raman spectroscopy, X-ray fluorescence spectroscopy, and rock magnetic experiments. All samples are immature and not significantly affected by chemical and physical alteration. Increasing SiO2 contents (67.59-76.39 wt.\%) correlate with decreasing Al2O3, Fe2O3, MgO, and TiO2 contents and increasing grain sizes (90-220 mu m). Fe-Ti-oxides in all samples include magnetite, martite, hematite, ilmenite, and rutile. This assemblage cannot have formed thermodynamically in one magmatic system, which indicates either a chemical transition in the source pluton or a mixture of at least two granitoid systems. Two distinct groups were identified: Group I (70-73 wt.\% SiO2) is magnetite-dominated, with susceptibility of 2.5-5.2 x 10(-)(3), Group II (73-77 wt.\% SiO2) is hematite-dominated, with susceptibility of 0.4-1.2 x 10(-)(3). These findings demonstrate that magnetic susceptibility can differentiate building stones from Angkorean monuments.",UNESCO_01,"SITE_00068, SITE_00037, SITE_00072, SITE_00028, SITE_00038, SITE_00007, SITE_00010","Archaeology, Geology",PUB_00181,JNL_00033,J33_VOL40_I6,
PUB_00182,Architectural masonry features of Prasat Suor Prat: Study on architectural techniques used in the Prasat Suor Prat towers in Angkor,Article,https://doi.org/10.1002/2475-8876.12063,Y,Waseda University,Japan,2019,"Yasushi Akazawa, Takeshi Nakagawa, Akinori Mizoguchi",English,Wiley,"Angkor, Prasat Suor Prat, laterite blocks, selection of building materials, Koh Ker",Japan Architectural Review,"Volume 2, Issue 1",,"The Prasat Sour Prat towers (hereafter PSP) were built just in front of the Royal Palace and Royal Plaza in Angkor Thom. This location is very important. However, despite the significance of the location, a laterite block was used as the primary building material of PSP. This study aims to understand why PSP was built with laterite blocks, and speculates on the relationship between the method of construction of PSP and the period in which it was constructed. Additionally, by comparing them with laterite structures of a Koh Ker ruin, the features of PSP are better understood. Understanding the motive behind using laterite is a key aspect that will help in understanding why PSP masonry methods have some distinctive features. The processing and masonry techniques of PSP indicate that its features were obtained via rapid construction.",UNESCO_01,SITE_00006,Architecture,PUB_00182,JNL_00049,J49_VOL2_I1,
PUB_00183,Relationship between drainage capacity and foundation settlement at Pre Rup Temple: Basic study on Khmer architecture drainage systems Part 1,Article,https://doi.org/10.1002/2475-8876.12251,Y,Nihon University,Japan,2022,"Yoko Kojima, Kousei Mikami, Hiroyoshi Shiokawa, Yutaka Shigeeda, Hiroki Agatsuma",English,Wiley,"Angkor, drainage capacity, drainage systems, foundation settlement, Pre Rup",Japan Architectural Review,"Volume 2, Issue 2",,"In the ancient city of Angkor, heavy rainfall was common in the rainy season and rapid rainwater drainage was important for maintaining urban functions. This study focuses on the drainage system of an example of Khmer architecture from the Angkor period, the Pre Rup temple built in the year 961. We analyze the relationship between the drainage capacity and foundation settlement, revealing that the foundation settlement was larger near drainage channels with a low drainage capacity. After showing that only a few of the drainage channels function properly, it is possible to have some certainty on the relationship between the drainage capacity and foundation settlement.",UNESCO_01,SITE_00075,Architecture,PUB_00183,JNL_00049,J49_VOL2_I2,
PUB_00184,Spatial Configurations of Water Management at an Early Angkorian Capital - Combining GPR and TerraSAR-X Data to Complement an Archaeological Map,Article,https://doi.org/10.1002/arp.1502,N,Leiden University,Netherlands,2015,Till Frieder Sonnemann,English,Wiley,"Angkor, Hariharalaya, water management, GPR, TerraSAR-X, mapping",Archaeological Prospection," Volume 22, Issue 2",,"Hariharalaya was a medieval political centre of the eighth-ninth century ce, located on the northern shore of Lake Tonle Sap in Cambodia. Mapped in detail in the 1990s by means of aerial photographs and ground surveys, more recently ground-penetrating radar (GPR) and high-resolution satellite synthetic aperture radar (SAR) were applied to further interpret this complex archaeological landscape. In combination with remote sensing imagery, the two radiofrequency-based imaging techniques were used to complement the existing archaeological maps. The area housed an extensive low-density urban complex of earthen mounds and ponds, approximately 5x5km square and centring on the Bakong, an early Angkorian state temple, crossed and encircled by a mostly disconnected water-management network of embankments and canals. Extensive GPR surveys, conducted predominantly on the existing small roads and paths criss-crossing the landscape, appraise the visible archaeological features with subsurface information. The analysis verifies the existence of channels and embankments, complementing the information with depth and width. The identification of additional, now desiccated, canals and river channels assisted in connecting a number of already mapped archaeological features, and helped to distinguish possible later additions, thereby untangling the water-management network. Spotlight TerrSAR-X satellite data together with satellite images of the visual spectrum complemented the analysis, by providing information about water saturation in areas inaccessible to ground surveys, marking out palaeochannels and providing clues about the landscape before development took place. This three-dimensional interpretation informs on the functioning of this particular early Angkorian hydraulic system, adding to the understanding of water management in medieval Southeast Asia. Copyright (c) 2015 John Wiley and Sons, Ltd.",UNESCO_01,SITE_00022,"Archaeology, Geology",PUB_00184,JNL_00010,J10_VOL22_I2,
PUB_00185,Historical study on basic structure of Khmer ancient Isanapura,Thesis,,Y,Waseda University,Japan,2015,Chhum Menghong,English,,,,,,,UNESCO_03,,"Archaeology, Geochemistry, Archaeometry, Urban History",.,,,
PUB_00186,Imaging the Waters of Angkor: A Method for Semi-Automated Pond Extraction from LiDAR Data,Article,https://doi.org/10.1002/arp.1530,N,"Adam Mickiewicz University1, University of Sydney2","Poland1, Australia2",2016,"Kasper Hanus1, Damian Evans2",English,Wiley,"Angkor, southeast Asia, water management, aerial remote sensing, semi-automatic feature extraction",Archaeological Prospection," Volume 22, Issue 3",,"This article presents new archaeological data concerning the Greater Angkor region, home to successive capitals of the medieval Khmer Empire from the ninth to fifteenth centuries AD. Angkor is recognized as one of the most extensive low-density urban complexes of the pre-industrial world. One of the most striking features in the landscape of Angkor is the enormous assemblage of hydraulic infrastructure, including two artificial reservoirs each covering around 15 km(2). However, in parallel to this massive, state-level system of water management, we also see evidence at Angkor of a smaller-scale system of household or community ponds in the urban core. These were described by the Chinese envoy Zhou Daguan, who visited Angkor in the late thirteenth century AD. His account includes the important information that each cistern was used by one to three families. The validity of this historical account can now be assessed using a precise map of the archaeological landscape that was created in 2012 using airborne laser scanning ('ALS' or `LiDAR', light detection and ranging). The LiDAR data allow us to arrive at new insights into the demography of medieval Angkor. Using an algorithm for semi-automatic pond detection in the ALS-derived data it was possible to map over three thousand cisterns and from this to make inferences about population density in central Angkor. Copyright (C) 2015 John Wiley and Sons, Ltd.",UNESCO_01,,"Archaeology, Geology",PUB_00186,JNL_00010,J10_VOL22_I3,
PUB_00187,"Symbolic, Experiential and Functional Consumptions of Heritage Tourism Destinations: The Case of Angkor World Heritage Site, Cambodia",Article,https://doi.org/10.1002/jtr.2077,N,"National Cheng Kung University1, Edinburgh Napier University2, Royal University of Phnom Penh3","Taiwan1, United Kingdom2, Cambodia3",2016,"Ching-Fu Chen1, Anna Leask2, Sambath Phou3",English,Wiley,"symbolic consumption, experiential consumption, functional consumption, heritage tourism",International Journal of Tourism Research,"Volume 18, Issue 6",,"This study empirically investigates the effects of three destination consumptions (namely symbolic, experiential and functional) on tourists' destination attachment and satisfaction, and further on destination loyalty at a heritage tourism destinations. Using a sample of 512 international tourists visiting Angkor, Cambodia, results reveal that all three types of consumptions have significantly positive effects on destination attachment and satisfaction, which in turn positively affect destination loyalty. However, the effects of symbolic consumption and experiential consumption are greater than that of functional consumption. The results also support the importance of the role of destination attachment in the quality-satisfaction-loyalty relationship. Copyright (c) 2016 John Wiley and Sons, Ltd.",UNESCO_01,SITE_00030,"Economics, Economics",PUB_00187,JNL_00048,J48_VOL18_I6,
PUB_00188,"Using ground penetrating radar to understand the failure of the Koh Ker Reservoir, Northern Cambodia ",Article,https://doi.org/10.1002/gea.21757,N,"Flinders University1, University of British Columbia2, Ecole Francaise d'Extreme-Orient3, Independent Researcher4, ","Australia14, Canada2, France3",2019,"Ian Moffat1, Sarah Klassen2, Tiago Attorre1, Damian Evans3, Terry Lustig4, Leaksmy Kong3",English,Wiley,"Cambodia, ground penetrating radar, Koh Ker",Geoarchaeology,Volume 35,,"Ground penetrating radar, probing, and excavation were used to create a contour map of the topography of a buried laterite pavement forming the spillway of a large abandoned reservoir at the Angkorian-period city of Koh Ker in Cambodia. Calculations of the flow velocity of water through the spillway, based on the topography of the laterite surface, demonstrate that this outlet was even less adequate for passing the flow of water from the Stung Rongea catchment than had been estimated previously by Lustig, Klassen, Evans, French, and Moffat (2018). We argue that this design flaw contributed substantially to the failure of the reservoir’s dike, possibly during the first rainy season after construction, which may have contributed to Koh Ker’s remarkably short-lived tenure as the political center of the Khmer Empire.",UNESCO_04,,"Geology, Remote Sensing",PUB_00188,JNL_00033,J33_VOL35,
PUB_00189,Contrasting weathering and climate regimes in forested and cleared sandstone temples of the Angkor region,Article,https://doi.org/10.1002/esp.2265,N,"Blaise Pascal University1, APSARA National Authority2","France1, Cambodia2",2011,"Marie-FranÃ§oise AndrÃ©1, Olivier Voldoire1, Erwan Roussel1, Franck Vautier1, Bruno Phalip1, Hang Peou2",English,Wiley,"sandstone weathering, cultural heritage deterioration, Angkor temples, microclimate, bioprotection, forest cover",Earth Surface Processes and Landforms,Volume 37,,"Comparative assessment of stone weathering intensities and bioclimatic conditions was conducted at four temples located in cleared and forested sites of the Angkor Park, based on similar protocols. Four thousand sculpted lotus petals carved in the same grey sandstone were categorized by using two customized scales of weathering intensity, and climate monitoring was conducted from December 2008 to November 2009. Whereas 70% of the sandstone lotus petals are almost completely destroyed by mechanical weathering in cleared areas, 74% of petals located in forested environments appear to be totally free of mechanical weathering and are only affected by superficial biochemical weathering. Ambient conditions are also contrasting, with the magnitude of the diurnal surface temperature and relative humidity ranges being three times higher at cleared sites than in wooded areas. As wetting–drying cycles are the driving force of sandstone decay at Angkor, causal links are suggested between weathering and climate regimes. In wooded areas, the microclimate is buffered by the forest and the associated lithobionts, which maintain constant humidity levels, reduce thermal stresses at the stone surface and induce a slow biochemical weathering regime. In cleared areas, direct exposure to sunshine and monsoon rains induces pronounced wetting–drying cycles conducive to swelling–shrinking movements and other potential processes, provoking the rapid mechanical decay of the sandstone. Even if local damage can be caused by tree roots, the forest cover and the associated lithobionts obviously play an overall protective role. Additionally, microtopographical factors related to architectural designs and post-building events probably explain intra-site and between site minor differences in the amount of sandstone decay, by influencing key factors such as the water residence time at the stone surface. Last, the contrasting weathering regimes in forested and cleared sites are but a trend, for besides overwhelming mechanical weathering, chemical weathering is also operative at cleared sites, as indicated by salt efflorescences and ferric oxidation.",UNESCO_01,,"Geography, Geology",PUB_00189,JNL_00026,J26_VOL37,
PUB_00190,"Characterization of an unusual black patina on the Neang Khmau temple (archaeological Khmer area, Cambodia): a multidisciplinary approach",Article,https://doi.org/10.1002/jrs.4969,N,"Roma Tre University1, APSARA National Authority2","Italy1, Cambodia2",2016,"Annalaura Casanova Municchia1, Flavia Bartoli1, Simone Bernardini1, Giulia Caneva1, Giancarlo Della Ventura1, Maria Antonietta Ricci1, Tan Boun Suy2, Armida Sodo1",English,Wiley,"patina, stone deterioration, archaeological site, manganese oxides, laterite",Journal of Raman Spectroscopy,Volume 47,,"In the archaeological Khmer complex (Cambodia), an unusual black patina covering both the exterior and interior walls of the Neang Khmau temple, has been observed during a recent conservative survey. In fact, it is present over all the four facades of the temple, covers a relevant part of the vertical surfaces protected from rainfall and is also homogeneously distributed on the interior of the monument. The upper and the lower areas show, on the contrary, a relevant lichen growth. The temple was built by using laterite bricks, a natural material common in tropical areas as a weathering product of pre-existing rocks. A preliminary investigation on the patina samples together with ecological considerations excluded a biological origin of the black alteration, thus prompting a more detailed study. In this work, we have investigated the physico-chemical origin of this unusual patina by identifying its mineralogical and chemical composition. Raman and FTIR spectroscopies, SEM-EDS, micro-XRF and XRPD have been applied to characterize the alteration products. Analyses have been performed both on single fragments and on polished cross sections collected from all four temple facades and from one area in the temple interior. Optical observations of the cross sections have evidenced irregularities in the thickness of the patina. Raman and FTIR spectra have revealed that the black layers are mainly composed of manganese minerals (hollandite, romanechite and manganite). This peculiar alteration pattern is interpreted as because of the tropical climatic conditions of Cambodia. Indeed the variation of wet and dry seasons favours the migration of iron and manganese ions and their successive immobilization in regions not directly subject to leaching.",UNESCO_04,SITE_00107,"Microbiology, Geochemistry, Conservation Science",PUB_00190,JNL_00060,J60_VOL47,
PUB_00191,Towards a Quantitative Petrographic Database of Khmer Stone Materials-Koh Ker Style Sculpture,Article,https://doi.org/10.1111/j.1475-4754.2009.00475.x,N,"Metropolitan Museum of Art1, APSARA National Authority2","United States of America1, Cambodia2",2010,"Federico Caro1, Sokrithy Im2",English,Wiley,"Sandstone, Petrography, Provenance, Cambodia, Sculpture, Point counting",Archaeometry,Volume 52,,"A comprehensive quantitative petrographic database of sandstones used by the Khmers for sculptural purposes would be a helpful tool for archaeologists, museum curators and others interested in pursuing research on early stone usage, geological source and provenance. Towards that end, this paper presents quantitative petrographic analysis of stone materials used in the production of some free-standing sculptures and architectural elements in the Koh Ker style of the 10th century from the collections of the National Museum of Cambodia and The Metropolitan Museum of Art. These materials are compared to samples from the quarry of Thmâ Anlong near the foothills of the Phnom Kulen, Sieam Reap province. Primary and secondary detrital modes and key grain-size parameters are used to identify three sandstone types. The free-standing sculptures are carved from feldspathic arenite and feldspato-lithic to litho-feldspathic arenite. Finely carved lintels are worked from a quartz arenite, which is significantly richer in quartz grains and of a finer grain size. The geological source of the two other lithotypes will have to await detailed geological survey of the Koh Ker area accompanied by petrographic study of selected samples from documented quarries. The significance and potentiality of quantitative petrographic study of Khmer stone materials are shown in supporting and integrating archaeological investigations in South-East Asia.",UNESCO_04,"OBJ_00183,  SITE_00094, SITE_00104, SITE_00081","Geochemistry, Archaeometry, Archaeology",PUB_00191,JNL_00013,J13_VOL52,
PUB_00192,Provenance Of The Sandstone Used In The Construction Of The Khmer Monuments In Thailand,Article,https://doi.org/10.1111/j.1475-4754.2009.00505.x,N,Waseda University,Japan,2010,"Etsuo Uchida, Keisuke Ito, N Shimizu",English,Wiley,"Khmer Monuments, Angkor Monuments, Sandstone, Provenance, Thailand",Archaeometry,"Volume 52, Issue 4",,"We investigated the sandstone used in the construction of the Khmer monuments situated upon and around the Khorat Plateau in north-east Thailand in order to clarify the provenance. The sandstones of the 22 investigated Khmer monuments can be classified into three groups. The sandstone of Group 1 is lithic and is derived mainly from the Khok Kruat Formation. This group includes the sandstone used at Phimai, Phnom Wan, Muang Khaek etc. The sandstone of Group 2 is siliceous and can be subdivided into three further groups. The sandstone of Group 2 is considered to have been derived from the Phu Phan, Phra Wihan or Sao Khua Formations. The sandstone used at Muang Tam, Phnom Rung, Sdok Kok Thom, Preah Vihear (Khao Phra Wihan), Narai Jaeng Waeng etc. belongs to Group 2. The sandstone of Group 3 is feldspathic and is correlated with the grey to yellowish-brown sandstone that is commonly used in the Angkor monuments in Cambodia. This sandstone is used at Wat Phu and Hong Nang Sida in Laos. The above results reveal that the choice of sandstone used for the Khmer monuments, including the Angkor monuments, was dictated by the surrounding geology.",UNESCO_02,SITE_00113,"Archaeology, Chemistry, Geology",PUB_00192,JNL_00013,J13_VOL52_I4,
PUB_00193,To Belong or Not to Belong. Affective Self-Nationalization in Thailand,Article,https://doi.org/10.1111/pops.12617,N,University of Gothenburg,Sweden,2020,Katrina Gaber,English,Wiley,"affect, belonging, emotion, Khao Phra Wihan/Preah Vihear, socialization, Thailand",Political Psychology,"Volume 41, Issue 2",,"Through analyzing conflict narratives regarding Khao Phra Wihan, a territorial conflict important for nationalists in Thailand, this article aims to detangle how nationalization is experienced and performed on an individual level. In this article, the concept ``affective self-nationalization{''} is proposed to analyze the emotional and embodied practices through which individuals fashion themselves into nationalized subjects. In Thailand, self-nationalization is instigated by the governing agency through repeated, regular, mandatory, public performances of loyalty through which individuals create the nation collectively. These performances create automatic feelings to the nation, establishes national others as fearsome, and rule through the basic human need of belonging. At the same time, individuals' emotions shape the society through how they decide to perform nationalization. The concept of ``affective self-nationalization{''} captures the connections between the official nationalizing program of ``outside{''} society in a form of nationalist emotional socialization with individual experience of nationalizing.",UNESCO_02,SITE_00113,"International Relations, Psychology",PUB_00193,JNL_00073,J73_VOL41_I2,
