ID,Publication Title,Document Type,Object Identifier,OpenAcess,Affiliation,Provenance,Year,Authors,Language,Publisher,Keywords,Journal,Volume,Book,Abstract,Coverage,SpecificSiteID,Area,IDpub,IDJ,IDV,IDB
PUB_00001,"La fondation du culte du Devaraja. Danse, sacrifice et royaute au Prasat Thom de Koh Ker",Article,https://doi.org/10.3406/crai.2011.93294,Y,Academie des Inscriptions et Belles-Lettres,France,2011,Eric Bourdonneau,French,Academie des inscriptions et belles-lettres,,Comptes rendus des seances de l'Academie des Inscriptions et Belles-Lettres,"Volume 155,  Issue 3",,,UNESCO_04,SITE_00081,"Religion History, History",PUB_00001,JNL_00024,J24_VOL155_I3,
PUB_00002,"Preah Vihear, une valeur universelle et exceptionnelle",Article,https://doi.org/10.3406/crai.2011.93293,Y,Ministry of Culture and Fine Arts of Cambodia,Cambodia,2011,Chuch Phoeurn,French,Academie des inscriptions et belles-lettres,,Comptes rendus des seances de l'Academie des Inscriptions et Belles-Lettres,"Volume 155,  Issue 3",,,UNESCO_02,SITE_00113,"History, Geography",PUB_00002,JNL_00024,J24_VOL155_I3,
PUB_00003,"Compte rendu des travaux archéologiques réalisés au Cambodge, fouilles de Sambor Prei Kuk et le dégagement du Prah Khan",Article,https://doi.org/10.3406/crai.1930.75899,Y,Ecole Francaise d'Extreme-Orient,France,1930,Victor Gouloubew,French,Academie des inscriptions et belles-lettres,,Comptes rendus des seances de l'Academie des Inscriptions et Belles-Lettres,"Volume 74,  Issue 2",,,UNESCO_03,,Archaeology,PUB_00003,JNL_00024,J24_VOL74_I2,
PUB_00004,Early mainland Southeast Asian landscapes in the first millennium AD,Review Article,https://doi.org/10.1146/annurev.anthro.35.081705.123157,N,University of Hawaii,United States of America,2006,Miriam T Stark,English,ANNUAL REVIEWS,"Southeast Asia, early states, archaeology, complexity",Annual Review of Anthropology,Volume 35,,"Southeast Asia's earliest states emerged during the first millennium from the Irawaddy River of Myanmar to the Red River delta of northern Vietnam. Developments during this time laid the ground-work for the florescence of the region's later and better-knowii civilizations such as Angkor and Pagan. Yet disciplinary and language barriers have thus far precluded an anthropological synthesis of cultural developments during this time. This review uses a landscape focus to synthesize current knowledge of mainland Southeast Asia's earliest states, which emerged in the first millennium A.D. Research from archaeology and history illuminates articulations between physical and social factors in several kinds of Early Southeast Asian landscapes: economic, urban, and political. Social and ideological forces that shaped these first-millennium-A.D. landscapes are discussed as integral aspects of early state formation.",UNESCO_01,,Anthropology,PUB_00004,JNL_00093,J93_VOL35,
PUB_00005,Artists and Ateliers: Khmer Decorative Lintels of the Ninth and Tenth Centuries,Article,,Y,University of Sydney,Australia,2007,Martin Polkinghorne,English,APSARA National Authority,,Udaya Journal of Khmer Studies,Number 8,,,"UNESCO_04, UNESCO_01","SITE_00002, SITE_00022, SITE_00023, SITE_00019, SITE_00081, SITE_00081, SITE_00101, SITE_00107","Art, Architecture",PUB_00005,JNL_00089,J89_NUMB8,
PUB_00006,Evidence of Sandstone Usage for Sculpture During the Khmer Empire in Cambodia Through Petrographic Analysis,Article,,Y,"Smithsonian Institution1, Metropolitan Museum of Art2, University of California3",United States of America,2010,"Janet G Douglas1, Federico Caro2, Christian Fischer3",English,APSARA National Authority,,Udaya Journal of Khmer Studies,Number 9,,,UNESCO_04,"OBJ_00094, OBJ_00183, ","Art, Archaeometry, Geology, Conservation Science",PUB_00006,JNL_00089,J89_NUMB9,
PUB_00007,Images de l’idéologie royale khmère aux frontons du temple d’Īśvarapura (967 ap. J.-C.). Nouvelles hypothèses,Article,https://doi.org/10.3406/hista.1998.2794,N,Ecole Francaise d'Extreme-Orient,France,1998,Sharon Alvares,French,Association des professeurs d'archéologie et d'histoire de l'art des universités,"Cambodia, Isanapura temple (Banteay Srei), iconographie program, kingship, Durgā Mahisasuramardani, Devi-Mahatmya, Indra’s rain, the Khandhava’s fire, Mahâbharata",Histoire de l'art,Number 40-41,,"Built ca. 969, the well-known temple of Īśvarapura, dedicated to Śiva, is a masterpiece in its iconographie program devoted to kingship. The first part of this study discusses the identification of two pediments, placing them within the general sculptural program. The first, Durgā Mahisāspuramardani, unlike the Indian tradition, shows the devil buffalo, Mahisa, as he transforms into a man. The second, identified in 1929 as Indra’s rain, depicts, in fact, the fire of the Khândava forest as related in the Indian Adiparvan of the Mahâhhàrata, although it also refers to the Indonesian version of the Mahâhhàrata, composed in 10th century Java. Thus, while Durgā, placed in front of Śiva Tribhuvanarnesvara’s sanctuary, protects him, the significance of the Khandava’s fire appears to be the conquest of the world.",UNESCO_01,SITE_00002,"Archaeology, History, Religion History",PUB_00007,JNL_00040,J40_NUMB40_41,
PUB_00008,Preah Vihear Project: Obtaining 3D point-cloud data and its application to spatial distribution analysis of Khmer temples,Proceeding,https://doi.org/10.1145/3356991.3365473,N,"University of Tokyo1, Waseda University2",Japan,2019,"Mawo Kamakura1, Hikaru Ikuta1, Bo Zheng1, Yoshihiro Sato1, Masataka Kagesawa1, Takeshi Oishi1, Kaoru Sezaki1, Takeshi Nakagawa2, Katsushi Ikeuchi1",English,Association for Computing Machinery,"e-heritage, point clouds, plane model segmentation",,,GeoHumanities '19: Proceedings of the 3rd ACM SIGSPATIAL International Workshop on Geospatial Humanities,"Preah Vihear Temple, a Hindu temple located on the border between Cambodia and Thailand, is under the need of digitization mainly because of two reasons: possible destruction of the temple, and its unique characteristics. While most of the archaeological sites from the Angkor Dynasty, such as Angkor Wat Temple and Bayon Temple, are oriented in the east-west direction, Preah Vihear Temple is one of the few archaeological sites to be oriented in the north-south direction. The first half of this paper reports the digitization project of Preah Vihear Temple. While it is possible to acquire 3D digital data of tangible cultural heritage by using existing methods, the size and location of the temple, which resides near a cliff, inhibits us from directly applying existing methods. This causes the need to design methods that are applicable for these environments. For the first time in the world, we have succeeded in acquiring 3D digital data of the entire Preah Vihear Temple, by specially designing both hardware and software that is suitable for our task. We report details of our method and present visualizations of the obtained 3D point-cloud data. The second half of this paper provides an example of an application of this 3D point-cloud data. As an example, we determine the direction of the central axis of Preah Vihear Temple using the obtained 3D point-cloud data. We also provide a hypothesis for an interpretation of the direction of the central axis by examining a Khmer legend, using the results obtained from the 3D point-cloud data.",UNESCO_02,SITE_00113,"Digital Humanities, Computer Science, Geography",PUB_00008,,,
PUB_00009,Identifying damaged areas inside a masonry monument using a combined interpretation of resistivity and ground-penetrating radar data,Article,https://doi.org/10.1071/EG14011,N,"Akita University1, University of Tokyo2, King Saud University3, Waseda University4","Japan124, Saudi Arabia3",2014,"Kyosuke Onishi1, Tomochika Tokunaga2, Yoshihiro Sugimoto2, Naoyuki Yamada2, Mohamed Metwaly3, Katsuro Mogib2, Ichita Shimoda4,Yoshinori Iwasaki4",English,Australian Society of Exploration Geophysicists,"archaeological survey, Bayon Complex, electrical exploration, ground-penetrating radar, groundwater channel",Exploration Geophysics,"Volume 45, Issue 3",,"The Bayon Complex in the Angkor heritage site, Cambodia, has been damaged by weathering. To plan its long-term preservation, it is essential to investigate its internal structure and the degree of damage within the masonry monument. This study shows results of ground-penetrating radar (GPR) and electrical exploration surveys, and an interpreted section of the internal structure and moisture distribution in the masonry monument. The GPR can detect boundaries between stone blocks and between stone blocks and compacted soil. Electrical resistivity can indicate moisture distribution with high reliability in combination with GPR sections. The top surface zone of the terrace structure of this monument is composed of three layers of stone blocks, and the zone below a depth of 55-60 cm is composed of compacted soil. Rainwater penetrates into the terrace through gaps between the stone blocks and drains from vertical walls through cavities in the top part of the compacted soil. Damaged areas are limited to a part of the terrace, and a large area has remained in good condition. This study shows that a combination of electrical resistivity and GPR data is useful for investigating the internal structures and classifying the degree of damage to old stone structures.",UNESCO_01,SITE_00014,"Geochemistry, Geophysics",PUB_00009,JNL_00032,J32_VOL45_I3,
PUB_00010,Applications of archaeological remote sensing in Cambodia: an overview of Angkor and beyond,Proceeding,ISBN 978 1 4073 0659 9,N,University of Sydney,Australia,2010,Damian Evans,English,BAR Publishing,"Angkor, Cambodia, landscape archaeology, hydraulic systems, urbanism, remote sensing",,,"Space, Time, Place: Third International Conference on Remote Sensing in Archaeology","Early Cambodian settlement sites provide excellent opportunities for aerial archaeology. Settlements were highly and consistently structured and can be identified from the air from their spatial patterning. Furthermore, remains of occupation and infrastructure can generally be found on the surface of the landscape, or are near enough to the surface to be identified by surface characteristics. After two decades of intensive and systematic remote sensing research at Cambodian archaeological sites, the contribution of aerial archaeology has been substantial. Not only has an enormous amount of new information been generated, but applications of remote sensing have provided the foundation for major multidisciplinary projects and have addressed important historical issues and debates. This paper summarises applications of remote sensing in archaeology at the site of Angkor undertaken by members of the Greater Angkor Project, and provides preliminary results for a range of ongoing studies at other early settlement sites in Cambodia including Banteay Chmar, Koh Ker, Preah Khan of Kompong Svay, Beng Melea and Sambor Prei Kuk.  ",UNESCO_04,"SITE_00082, SITE_00081, ","Archaeology, Remote Sensing",PUB_00010,,,
PUB_00011,Angkor vogue: Sculpted evidence of imported luxury textiles in the courts of kings and temples,Article,https://doi.org/10.1163/156852007783245025,N,University of Sydney,Australia,2007,Gillian Green,English,Brill,"Angkor, material culture, textiles",Journal of the Economic and Social History of the Orient,"Volume 50, Issue 4",,"Comparison of bas relief medallions at Angkor with medallion patterns on Chinese silk and Indian cotton textiles provides compelling evidence that fabrics from these regions were actually in use in the courts of Khmer kings. They served two purposes. One was as items of opulent palace decoration, this role transferred to stone temples, homes of the gods. Second, they represented a canopy or ceiling above a sacred space. Another group, here termed ``pseudomedallions,{''} is described and their function speculated on. While the original textiles at Angkor have long since disappeared, their representations in stone survive as a memorial to these practices.",UNESCO_01,,History,PUB_00011,JNL_00062,J62_VOL50_I4,
PUB_00012,Crime and Conflict: Temple Looting in Cambodia,Book Chapter,https://doi.org/10.1163/9789004280540_016,N,University of Glasgow,United Kingdom,2015,"Tess Davis, Simon Mackenzie",English,Brill,,,,Cultural Property Crime,,UNESCO_04,SITE_00088 ,"Criminology, Art",PUB_00012,,,BOOK_00002
PUB_00013,Historic routes to Angkor: development of the Khmer road system (ninth to thirteenth centuries AD) in mainland Southeast Asia,Article,https://doi.org/10.1017/S0003598X00066722,N,University of Sydney,Australia,2010,Mitch Hendrickson,English,Cambridge University Press,"Cambodia, Khmer, roads, routes, communications",Antiquity,"Volume 84, Issue 324",,"Road systems in the service of empires have long inspired archaeologists and ancient historians alike. Using etymology, textual analysis and archaeology the author deconstructs the road system of the Khmer, empire builders of early historic Cambodia. Far from being the creation of one king, the road system evolved organically to serve expeditions, pilgrimages and embedded exchange routes over several centuries. The paper encourages us to regard road networks as a significant topic, worthy of comparative study on a global scale.",UNESCO_01,,"Anthropology, Archaeology",PUB_00013,JNL_00005,J5_VOL84_I324,
PUB_00014,"Words across space and time: An analysis of lexical items in Khmer inscriptions, sixth-fourteenth centuries CE",Article,https://doi.org/10.1017/S0022463406000919,N,University of Sydney,Australia,2007,"Eileen Lustig , Damian Evans, Ngaire Richards",English,Cambridge University Press,,Journal of Southeast Asian Studies,"Volume 38, Issue 1",,"The study presents a relational database of words referring to material items and institutional processes in over 700 Pre-Angkorian and Angkorian inscriptions, from the sixth to the fourteenth centuries CE. The lexical items within the database have been spatially and temporally referenced, and a geographic information system (GIS) is used to show trends and anomalies over time and space in the distributions of temple sites, key items and materials, and the roles of the rulers, the founders, the donors and temple workers. The current study identifies changes in the socio-economic institutions and relationships within Khmer society through the Pre-Angkorian and into the Angkorian period in Cambodia.","UNESCO_01, UNESCO_04, UNESCO_02",,"Sociology, Philology",PUB_00014,JNL_00061,J61_VOL38_I1,
PUB_00015,Losing ground: Decline of Angkor's middle-level officials,Article,https://doi.org/10.1017/S0022463419000365,N,"Independent Researcher, University of Sydney2",Australia,2019,"Eileen Lustig1, Terry Lustig2",English,Cambridge University Press,,Journal of Southeast Asian Studies,"Volume 50, Issue 3",,"We argue in this article that the social and economic conditions in the Angkorian society of the tenth century or earlier contributed to the decline in status of some middle-level officials, as is evident from the mid-eleventh century. Many Angkorian inscriptions written between the late ninth and late twelfth centuries record purchases and donations of lands acquired for religious foundations. The texts often contain details of transactions and disputes seeking to validate title to these holdings. The buyers include middle-ranking lon and vap, and increasingly, higher-ranking officials. An analysis of the roles and activities of the officials reveals something of their relative status and helps explain the disappearance of vap from the inscriptions in the eleventh century, and the relegation of lon to temple roles by the twelfth century. The transfer of communal lands and lands owned by these officials to elites is attributed to hierarchical restrictions on land purchases, a reduction in fiscal immunities, and the need for taxes to be paid to the centre with high-value goods in Angkor's moneyless economy.",UNESCO_01,,"Sociology, History",PUB_00015,JNL_00061,J61_VOL50_I3,
PUB_00016,"The water management network of Angkor, Cambodia",Article,https://doi.org/10.1017/S0003598X00097295,N,"University of Sydney1, Ecole Francaise d'Extreme-Orient2, Aalto University3, APSARA National Authority4","Australia1, France2, Finland3, Cambodia4",2008,"Roland J Fletcher1, Dan Penny1, Damian Evans2, Christophe Pottier1, Mike Barbetti1, Matti Kummu3, Terry Lustig1, APSARA National Authority4",English,Cambridge University Press,"Cambodia, Angkor, Khmer, baray, water management, water ritual",Antiquity,"Volume 82, Issue 317",,"Meticulous survey of the banks, channels and reservoirs at Angkor shows them to have been part of a large scale water management network instigated in the ninth century AD. Water collected from the hills was stored and could have been distributed for a wide variety of purpose including flood control, agriculture and ritual while a system of overflows had a history carried surplus water away to the lake, the Tonle Sap, to the south. The network had a history of numerous additions and modifications. Earlier channels both distribution and disposed of water. From the twelfth century onwards the large new channels primarily disposed of water to the lake. The authors here present and document the latest definitive map of the water network of Angkor.",UNESCO_01,"SITE_00171, SITE_00170","Anthropology, Archaeology",PUB_00016,JNL_00005,J5_VOL82_I317,
PUB_00017,The hidden paintings of Angkor Wat,Article,https://doi.org/10.1017/S0003598X00101176,N,"Australian National University1, APSARA National Authority2","Australia1, Cambodia2",2014,"Noel Hidalgo Tan1 , Sokrithy Im2 , Heng Than2, Khieu Chan2",English,Cambridge University Press,"Angkor Wat, decorrelation stretch analysis, wall paintings, Ang Chan, Vishnu, Khmer, Theravada Buddhism",Antiquity,"Volume 88, Issue 340",,"The temple of Angkor Wat in Cambodia is one of the most famous monuments in the world and is noted for its spectacular bas-relief friezes depicting ceremonial and religious scenes. Recent work reported here has identified an entirely new series of images consisting of paintings of boats, animals, deities and buildings. Difficult to see with the naked eye, these can be enhanced by digital photography and decorrelation stretch analysis, a technique recently used with great success in rock art studies. The paintings found at Angkor Witt seem to belong to a specific phase of the temple's history in the sixteenth century AD when it was converted from a Vishnavaite Hindu use to Theravada Buddhist.",UNESCO_01,SITE_00030,"Anthropology, Archaeology",PUB_00017,JNL_00005,J5_VOL88_I340,
PUB_00018,New Dates for Old Kilns: A Revised Radiocarbon Chronology of Stoneware Production for Angkorian Cambodia,Article,https://doi.org/10.1017/RDC.2018.32,N,"University of New England1, Santa Clara University2, University of Hawaii3, APSARA National Authority4, Royal Academy of Cambodia5","Australia1, United States of America23, Cambodia45",2018,"Gary P Marriner1, Peter Grave1, Lisa Kealhofer2, Miriam T Stark3, Darith Ea4, Rachna Chhay4, Phon Kaseka5,Tan Boun Suy4",English,Cambridge University Press,"AMS dating, Angkor, ceramics, kiln production",Radiocarbon,"Volume 60, Issue 3",,"Radiocarbon dates from recent excavations of a range of Angkorian Khmer (similar to 9th-14th CE) stoneware kiln complexes provide a new and independent perspective on the timing and geography of Khmer ceramic production. These data demonstrate a clear two-phase sequence. The first, in the late 9th to late 12th centuries CE, marks a period of intensive production located both to the east of Angkor and to the south at Cheung Ek, south of Phnom Penh. A second shorter phase of production occurred in the late 13th to late 14th CE at more distant provincial settings following the collapse of the Angkorian state.",UNESCO_01,,"Geochemistry, Geophysics",PUB_00018,JNL_00077,J77_VOL60_I3,
PUB_00019,Bioarchaeological evidence for conflict in Iron Age north-west Cambodia,Article,https://doi.org/10.1017/S0003598X00067867,N,"James Cook University1, University of Sydney2, University of Otago3","Australia12, New Zealand3",2011,"Kate M Domett1 , Dougald JW O'Reilly2, Hallie R Buckley3",English,Cambridge University Press,"Cambodia, Angkor, Phum Snay, Iron Age, conflict, cemeteries",Antiquity,"Volume 85, Issue 328",,"Examination of skeletal material from graves at Phum Snay in north-west Cambodia revealed an exceptionally high number of injuries, especially to the head, likely to have been caused by interpersonal violence. The graves also contain a quantity of swords and other offensive weapons used in conflict. The authors propose a context for these warriors in the struggle between emergent polities in the Iron Age before the domination of Angkor.",UNESCO_01,,"Anthropology, Archaeology",PUB_00019,JNL_00005,J5_VOL85_I328,
PUB_00020,"Radiocarbon Dating of a Speleothem Record of Paleoclimate for Angkor, Cambodia",Article,https://doi.org/10.1017/RDC.2017.115,N,"Australian Nuclear Science and Technology Organisation1, Australian Catholic University2, University of Potsdam3, University of Sydney4, University of Glasgow5, University of Wollongong6","Australia1246, Germany3, United Kingdom5",2017,"Quan Hua1, Duncan Cook2, Jens Fohlmeister3, Dan Penny4, Paul Bishop5, Solomon Buckman6",English,Cambridge University Press,"Angkor, chronological construction, radiocarbon, Southeast Asia, tropical speleothems",Radiocarbon,"Volume 59,  Issue 6",,"We report the chronological construction for the top portion of a speleothem, PC1, from southern Cambodia with the aim of reconstructing a continuous high-resolution climate record covering the fluorescence and decline of the medieval Khmer kingdom and its capital at Angkor (similar to 9th-15th centuries AD). Earlier attempts to date PC1 by the standard U-Th method proved unsuccessful. We have therefore dated this speleothem using radiocarbon. Fifty carbonate samples along the growth axis of PC1 were collected for accelerator mass spectrometry (AMS) analysis. Chronological reconstruction for PC1 was achieved using two different approaches described by Hua et al. (2012a) and Lechleitner et al. (2016a). Excellent concordance between the two age-depth models indicates that the top similar to 47 mm of PC1 grew during the last millennium with a growth hiatus during similar to 1250-1650 AD, resulting from a large change in measured C-14 values at 34.4-35.2 mm depth. The timing of the growth hiatus covers the period of decades-long droughts during the 14th-16th centuries AD indicated in regional climate records.",UNESCO_01,,"Geochemistry, Geophysics",PUB_00194,JNL_00077,J77_VOL59_I6,
PUB_00021,"Vegetation and land-use at Angkor, Cambodia: a dated pollen sequence from the Bakong temple moat",Article,https://doi.org/10.1017/S0003598X00094060,N,"University of Sydney1, Ecole Francaise d'Extreme-Orient2, Australian Nuclear Science and Technology Organisation3","Australia13, France2",2006,"Dan Penny1 , Christophe Pottier2, Roland J Fletcher1 , Mike Barbetti1 , David Fink3, Quan Hua3",English,Cambridge University Press,"Angkor, Cambodia, Southeast Asia, palynology, Borassus, agriculture",Antiquity,"Volume 80, Issue 309",,"Investigating the use of land during the medieval period at the celebrated ceremonial area of Angkor, the authors took a soil column over 2.5m deep from the inner moat of the Bakong temple. The dated pollen sequence showed that the temple moat was dug in the eighth century AD and that the agriculture of the immediate area subsequently flourished. In the tenth century AD agriculture declined and the moat became choked with water-plants. It was at this time, according to historical documents, that a new centre at Phnom Bakeng was founded by Yasovarman I.",UNESCO_01,SITE_00022,"Anthropology, Archaeology",PUB_00021,JNL_00005,J5_VOL80_I309,
PUB_00022,Dancing architecture at Angkor: 'Halls with dancers' in Jayavarman VII's temples,Article,https://doi.org/10.1017/S0022463415000363,N,Benaras Hindu University,India,2015,Swati Chemburkar,English,Cambridge University Press,,Journal of Southeast Asian Studies,"Volume 46, Issue 3",,"The spiritual power of dance in Cambodia has been valued since pre-Angkorian times, and the plentiful images of dance and music in the bas-reliefs of the great monuments of Angkor suggest that this tradition was markedly enhanced in the reign of Jayavarman VII, as a contemporary Chinese report attests. This article explores the `halls with dancers' of the Ta Prohm, Preah Khan and Bayon temples built by king Jayavarman VII and concludes that here dance became a determinant in some Khmer sacred architecture.",UNESCO_01,"SITE_00055, SITE_00014, SITE_00038","Art, History, Architecture",PUB_00022,JNL_00061,J61_VOL46_I3,
PUB_00023,A dilemma of World Heritage ideals and challenges in Southeast Asia,Article,https://doi.org/10.1017/S094073912200025X,N,Waseda University,Japan,2022,Keiko Miura,English,Cambridge University Press,,International Journal of Cultural Property,"Volume 29, Issue 4",,"Fifty years after the ratification of the World Heritage Convention, we have come to learn that there is a huge discrepancy between the United Nations Educational, Scientific and Cultural Organization's (UNESCO) ideals of protecting heritage sites with outstanding universal values and unmatched realities in situ. I attempt to elucidate what World Heritage ideals of heritage protection are held in iconic sites in Southeast Asia. The studied sites are ancient monumental heritage sites of national importance - namely, Borobudur of Indonesia, Sukhothai and Ayutthaya of Thailand, and Angkor of Cambodia. The authorities in these countries have converted heritage sites into parks for visitors and for capitalization, which has placed authenticity and integrity at stake as well as converting the sites for contestation between the authorities and local communities. In order to solve the dilemma of the World Heritage ideals and their unwanted realities, I explore possible effective approaches for UNESCO and its partners to take into consideration.",UNESCO_01,,"Art, Public Administration, Law",PUB_00023,JNL_00044,J44_VOL29_I4,
PUB_00024,"AMS Radiocarbon Dating of Wood Samples from the Angkor Monuments, Cambodia",Article,https://doi.org/10.1017/S0033822200053534,N,Waseda University,Japan,2008,"Etsuo Uchida , Olivier Cunin, Ichita Shimoda, Yukinori Takubo,Takeshi Nakagawa",English,Cambridge University Press,,Radiocarbon,"Volume 50, Issue 3",,"In the Angkor monuments of Cambodia, pieces of wood remain (as head frames of doorways, crossbeams, ceiling boards, etc.) in the following 8 monuments: Bakong, Lolei, Baksei Chainkrong, North Khleang, Angkor Wat, Banteay Kdei, Bayou, and Gates of Angkor Thom. Accelerator mass spectrometry (AMS) radiocarbon dating carried Out on 15 wood samples collected from the above 8 monuments revealed that most of the wood samples are original, except for the head frame of a doorway in Baksei Chamkrong, the ceiling boards in the northwest tower. and a crossbeam with pivot hole in the southwest lower of the Inner Gallery of Angkor Wat. The (14)C age for the head frame of a doorway in the inner wall under the central tower of North Khleang supports the hypothesis that the inner walls are additions from a later period.",UNESCO_01,"SITE_00022, SITE_00069, SITE_00026, SITE_00036, SITE_00030, SITE_00003, SITE_00014, SITE_00052, SITE_00053, SITE_00054, SITE_00051","Geochemistry, Geophysics",PUB_00024,JNL_00077,J77_VOL50_I3,
PUB_00025,The Reign of Suryavarman I and Royal Factionalism at Angkor,Article,https://doi.org/10.1017/S0022463400008420,N,Universiti Sains Malaysia,Malaysia,1985,Michael Vickery,English,Cambridge University Press,,Journal of Southeast Asian Studies,"Volume 16, Issue 2",,"As the title implies, this paper deals with two questions which I believe may be related to one another in significant ways. The first is the rise to power of Sūryavarman I (1002–49), to which the present study is principally devoted, and the second is the dynamics of state and political development in Angkorean Cambodia, which will be illuminated by the discussion of Sūryavarman",UNESCO_01,,"History, Sociology",PUB_00025,JNL_00061,J61_VOL16_I2,
PUB_00026,The origins of the civilization of Angkor,Article,https://doi.org/10.1017/S0003598X00066059,N,University of Otago,New Zealand,2000,"Charles F W Higham, Rachanie Thosarat",English,Cambridge University Press,,Antiquity,"Volume 74, Issue 283",,,UNESCO_01,SITE_00037,"Anthropology, Archaeology",PUB_00026,JNL_00005,J5_VOL74_I283,
PUB_00027,From the Iron Age to Angkor: new light on the origins of a state,Article,https://doi.org/10.1017/S0003598X00050717,N,University of Otago,New Zealand,2014,Charles F W Higham,English,Cambridge University Press,"Angkor, Iron Age, kingship, social change, rice, plough, reservoirs, state origins",Antiquity,"Volume 88, Issue 341",,"Excavations at four Iron Age moated sites in the Mun Valley in Thailand have identified seminal innovations, defined as emergent properties, that illuminate the origins of the kingdom of Angkor. Combined with recent research at Angkor itself they present a compelling case for re-examining fundamental cultural changes that took place over a period of little more than four centuries, from AD 400-800. They compare with similarly rapid developments in Mesoamerica and Mesopotamia, fundamental parallels are evident in the role of charismatic agents for change, an ideology conferring god-like status on leaders, a new and highly productive economic base, an expanded interaction sphere for the exchange of prestige goods, and endemic warfare.",UNESCO_01,,"Anthropology, Archaeology",PUB_00027,JNL_00005,J5_VOL88_I341,
PUB_00028,The Long and Winding Road that Leads to Angkor,Article,https://doi.org/10.1017/S0959774312000261,N,University of Otago,New Zealand,2012,"Charles F W Higham, Rachanie Thosarat",English,Cambridge University Press,,Cambridge Archaeological Journal,"Volume 22, Issue 2",,"In the late sixteenth century, Portuguese missionaries encountered a vast city at Angkor. Abandoned for 150 years, it had been partially restored as a Buddhist piligrimage centre but many of the monuments had been given over to the forest. They wondered about its origins. Some suggested that it was the work of Trajan, others of Alexander the Great. Following the establishment of the French colonial empire in Southeast Asia three centuries later, and in the absence of any information on prehistoric societies, the civilization of Angkor was seen as the result of Indianization, whereby Indian religions, architecture, writing and language were adopted by the indigenous inhabitants. This article presents the results of twenty years of research in the upper Mun Valley of northeast Thailand, an area that was part of the Kingdom of Angkor and seat of the dynasty of two of its greatest kings, Suryavarman II and Jayavarman VII. For the first time, the entire prehistoric cultural sequence from late hunter-gatherers to the end of the Iron Age has been documented and dated. We find that after the ingress of rice farmers from southern China in the mid second millennium BC, there were two surges in social complexity. Both were coincidental with the availability of new exotic goods through exchange. The first took place in the initial Bronze Age, in the eleventh century BC, and was followed by several centuries of relative poverty in mortuary practices. The second took place in the late Iron Age and led directly to the foundation of powerful chiefdoms from which can be traced the genesis of early civilizations in Southeast Asia, including that of Angkor.",UNESCO_01,"SITE_00017, SITE_00168",Archaeology,PUB_00028,JNL_00022,J22_VOL22_I2,
PUB_00029,Invoking the Goddess along the Southern Silk Roads: a transregional survey of f Prajnaparamita protective texts,Article,https://doi.org/10.1017/S1356186324000014,N,Mahidol University,Thailand,2024,Francesco Bianchini,English,Cambridge University Press,"Monsoon Asia, maritime routes, Buddhism, mantra, Prajnaparamita",Journal of the Royal Asiatic Society,"Volume 34, Issue 4",,"This article brings together various textual materials relating to the worship of Praj and ntilde,and amacr,p and amacr,ramit and amacr, in mediaeval Monsoon Asia. In particular, it covers sources from South Asia, mainland Southeast Asia (Angkor), maritime Southeast Asia (Java and Bali), and Southern China (Yunnan). The aims of this critical survey are twofold. On the one hand, the article argues for the importance of ritual language within wider discussions on cultural and linguistic cosmopolitanism within and beyond the so-called `Sanskrit Cosmopolis'. These discussions have too often focused on royal epigraphic eulogies, neglecting religious literature. On the other hand, it highlights the key role of Praj and ntilde,and amacr,p and amacr,ramit and amacr, as a protective deity, and the transregional heritage of her invocatory texts. These texts strike one for their traditional choice of imagery and associations, thus reminding of the importance of exoteric traditions within the history of Southeast Asian Buddhism.",UNESCO_01,,"Religion History, Philology",PUB_00029,JNL_00064,J64_VOL34_I4,
PUB_00030,"Garuda, Vajrapani and religious change in Jayavarman VII's Angkor",Article,https://doi.org/10.1017/S0022463409000083,N,University of London,United Kingdom,2009,Peter D Sharrock,English,Cambridge University Press,,Journal of Southeast Asian Studies,"Volume 40, Issue 1",,"Ancient Cambodia turned definitively to state Buddhism under King Jayavarman VII at the end of the twelfth century, after four centuries of state Saivism. This paper explores the motivation behind this momentous change and tries to establish the means by which it was achieved. It uncovers signs of a very large, politically motivated campaign of tantric Buddhist initiations that required a significant overhaul of the king's temples and the creation of a new series of sacred icons.",UNESCO_01,"SITE_00023, SITE_00072, SITE_00014, SITE_00003, SITE_00038, SITE_00055","Religion History, Sociology",PUB_00030,JNL_00061,J61_VOL40_I1,
PUB_00031,"Relies, oaths and politics in thirteenth-century Siam",Review Article,https://doi.org/10.1017/S0022463401000017,N,Cornell University,United States of America,2001,David K Wyatt,English,Cambridge University Press,,Journal of Southeast Asian Studies,"Volume 32, Issue 1",,"Recent efforts have re-dated the Wat Bang Sanuk inscription to 1219, long before the Ram Khamhaeng inscription of 1292. Attempts to assess the implications force a re-thinking of Thai rebellion against Angkor by linking rebellion to religious thought, including especially the discovery and public show of relics of the Buddha.",UNESCO_01,,"Religion History, Sociology",PUB_00031,JNL_00061,J61_VOL32_I1,
PUB_00032,"Maritime influences in Southeast Asia, c. 900-1300: Some further thoughts",Article,https://doi.org/10.1017/S0022463410000299,N,University of Michigan,United States of America,2010,Victor Lieberman,English,Cambridge University Press,,Journal of Southeast Asian Studies,"Volume 41, Issue 3",,,UNESCO_01,,"History, Sociology",PUB_00032,JNL_00061,J61_VOL41_I3,
