ID,Name,Native name,Alternative names,Typology,Condition,Religion,Contextual Place,Geometry,Comune,District,Province,Country,TemporalRange,Start,End,Builder,Latitude,Longitude,Material,IDStat,IDTimeSpan
SITE_00154,Prasat Sambor N28,ប្រាសាទសំបូ,M.039,Gate,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,Late 6th to 7th century,580,637,Bhavavarman I. Isanavarman I,12.87165,105.04309,"Brick, Laterite",STATUS_00154,TSSI_00154
SITE_00155,Prasat Sambor N14-2,ប្រាសាទសំបូ,M.039,Temple,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,Late 6th to 7th century,580,637,Bhavavarman I. Isanavarman I,12.87145,105.04342,"Brick, Sandstone",STATUS_00155,TSSI_00155
SITE_00156,Prasat Sambor N12,ប្រាសាទសំបូ,M.039,Temple,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,Late 6th to 7th century,580,637,Bhavavarman I. Isanavarman I,12.87104,105.04236,Brick,STATUS_00156,TSSI_00156
SITE_00157,Prasat Sambor N27,ប្រាសាទសំបូ,M.039,Gate,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,Late 6th to 7th century,580,637,Bhavavarman I. Isanavarman I,12.87086,105.04208,"Brick, Laterite",STATUS_00157,TSSI_00157
SITE_00158,Prasat Sambor N14-1,ប្រាសាទសំបូ,M.039,Temple,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,Late 6th to 7th century,580,637,Bhavavarman I. Isanavarman I,12.87054,105.04374,Brick,STATUS_00158,TSSI_00158
SITE_00159,Prasat Sambor N26,ប្រាសាទសំបូ,M.039,Gate,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,Late 6th to 7th century,580,637,Bhavavarman I. Isanavarman I,12.87008,105.04312,"Brick, Laterite",STATUS_00159,TSSI_00159
SITE_00160,Prasat Sambor N25,ប្រាសាទសំបូ,M.039,Gate,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,Late 6th to 7th century,580,637,Bhavavarman I. Isanavarman I,12.87092,105.04394,"Brick, Laterite",STATUS_00160,TSSI_00160
SITE_00161,Sambor Prei Kuk C7,សំបូរព្រៃគុក,M.027,Temple,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,7th century,639,681,"Bhavavarman II,Jayavarman I",12.87129,105.03954,Brick,STATUS_00161,TSSI_00161
SITE_00162,Prasat Kbal Chrouk,ប្រាសាទក្បាលជ្រូក,"N20, M.013, Prasat Chromos Chrouk",Temple,Good,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,7th century,639,681,"Bhavavarman II,Jayavarman I",12.87433,105.04491,Brick,STATUS_00162,TSSI_00162
SITE_00163,Sambor Prei Kuk C2-C3,សំបូរព្រៃគុក,"M.033, M.034",Temple,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,7th century,639,681,"Bhavavarman II,Jayavarman I",12.86759,105.0366,Brick,STATUS_00163,TSSI_00163
SITE_00164,Sambor Prei Kuk C4-C5,សំបូរព្រៃគុក,"M.035, M.036",Temple,Ruin,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,7th century,639,681,"Bhavavarman II,Jayavarman I",12.86674,105.03664,Brick,STATUS_00164,TSSI_00164
SITE_00165,Prasat Trapeang Ropeak,ប្រាសាទត្រពាំងរពាក់,"M.039, Trapeang Lpeak, Group Z",Temple,Good,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,7th century,639,681,"Bhavavarman II,Jayavarman I",12.86438,105.03708,Brick,STATUS_00165,TSSI_00165
SITE_00166,Sambor Prei Kuk Y,សំបូរព្រៃគុក Y,M.040,Temple,Fair,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,7th century,639,681,"Bhavavarman II,Jayavarman I",12.86453,105.03625,Brick,STATUS_00166,TSSI_00166
SITE_00167,Prasat Kbal Chrouk,ប្រាសាទក្បាលជ្រូក,"N20, M.013, Prasat Chromos Chrouk",Temple,Fair,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,7th century,639,681,"Bhavavarman II,Jayavarman I",12.87433,105.04491,Brick,STATUS_00167,TSSI_00167
SITE_00168,Prasat Rong Chambok,ប្រាសាទរោងចំបក់,"N24, M.012, Bos Ream, Prasat Anlong",Temple,Fair,Hinduism,Sambor Prei Kuk,,Sambor,Prasat Sambor,Kampong Thom,Cambodia,7th century,639,681,"Bhavavarman II,Jayavarman I",12.87665,105.04117,Brick,STATUS_00168,TSSI_00168
SITE_00169,Boeng Khla Krap,បឹងខ្លាក្រាប,Baray Khla Krap,Ancient Reservoir,Good,Hinduism,Sambor Prei Kuk,,Sambor,Sambor,Prasat Sambor,Kampong Thom,Late 6th to 7th century,580,637,Bhavavarman I. Isanavarman I,12.86861,105.05084,Earth,STATUS_00169,TSSI_00169
