ID,Label,Identifier,Type,Description,Religion,Dimension,Representation,Use,Medium,Current Keeper,CurrentLocation,Acquisition Date,ProductionLocation,TimeSpan,Start,End,Ruler,IDU,IDM,IDObjProdc,IDObjTimeSp
OBJ_00001,Naga Ear clip,153775,Jewelry,Naga Bronze Earring,Hinduism,8.3 x 3.5 x 3.2 cm,https://openaccess-cdn.clevelandart.org/1987.71/1987.71_web.jpg,Ornament,Bronze,Cleveland Museum of Art,Cleveland,1987,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00001,MUS_00005,OBJPR_00001,TSOB_00001
OBJ_00002,Ornamented Ear clip,152013,Jewelry,Decorated Bronze Earring from Jayavarman VII reign.,Secular,6.1 x 3.7 cm,https://openaccess-cdn.clevelandart.org/1984.63.2/1984.63.2_web.jpg,Ornament,Bronze,Cleveland Museum of Art,Cleveland,1984,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00002,MUS_00005,OBJPR_00002,TSOB_00002
OBJ_00003,Ornamented Ear clip,152012,Jewelry,Decorated Bronze Earring from Jayavarman VII reign.,Secular,6.4 x 3.7 cm,https://openaccess-cdn.clevelandart.org/1984.63.1/1984.63.1_web.jpg,Ornament,Bronze,Cleveland Museum of Art,Cleveland,1984,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00003,MUS_00005,OBJPR_00003,TSOB_00003
OBJ_00004,Ornamented Ear clip,152011,Jewelry,Decorated Bronze Earring from Jayavarman VII reign.,Secular,6.4 x 3.7 cm,https://openaccess-cdn.clevelandart.org/1984.63/1984.63_web.jpg,Ornament,Bronze,Cleveland Museum of Art,Cleveland,1984,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00004,MUS_00005,OBJPR_00004,TSOB_00004
OBJ_00005,Small Ear clip,37784,Jewelry,One from a pair of ear clips featuring Angkor Style,Secular, 3.8 cm,http://www.metmuseum.org/art/collection/search/37784,Ornament,"Bronze, Gilded",Metropolitan Museum of Art,NewYork,1991,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00005,MUS_00003,OBJPR_00005,TSOB_00005
OBJ_00006,Small Ear clip,37785,Jewelry,One from a pair of gilded ear clips featuring Angkor Style,Secular,3.8 cm,http://www.metmuseum.org/art/collection/search/37785,Ornament,"Bronze, Gilded",Metropolitan Museum of Art,NewYork,1991,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00006,MUS_00003,OBJPR_00006,TSOB_00006
OBJ_00007,Chandelier,MA6939,Metalwork,Decorated chandelier,Secular,57 x 45 cm,https://images.grandpalaisrmn.fr/ark:/36255/02-006485,Ornament,Bronze,Guimet Museum (Musée Guimet),Paris,2001,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00007,MUS_00002,OBJPR_00007,TSOB_00007
OBJ_00008,Pedestal,MG18175,Metalwork,Naga Pedestal,Buddhism,20 cm,https://images.grandpalaisrmn.fr/ark:/36255/02-004895,Ornament,"Bronze, Gold",Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00008,MUS_00002,OBJPR_00008,TSOB_00008
OBJ_00009,Relief,MG18912,Sculpture,Lintel depicting Legend of Shiva: Parvati refusing to listen to Shiva disguised as an ascetic.,Hinduism,87 x 134 x 33 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-024212,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1936,Angkor_Complex,Early 13th century,1218,1243,Indravarman II,URL_00009,MUS_00002,OBJPR_00009,TSOB_00009
OBJ_00010,Relief,Ka1774,Sculpture,Decorative lintel depicting King's coronation,Hinduism,55 x 185 x 29 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015667,Architectural,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Sambor_Prei_Kuk_Complex,7th century,657,681,Jayavarman I,URL_00010,MUS_00001,OBJPR_00010,TSOB_00010
OBJ_00011,Head,MG17481,Sculpture,Head of a Dvarapala,Hinduism,43 x 24 x 21 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-011937,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00011,MUS_00002,OBJPR_00011,TSOB_00011
OBJ_00012,Figure,MG18109,Sculpture,Lion Sculpture,Hinduism,146 x 70 x 56 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-012441,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00012,MUS_00002,OBJPR_00012,TSOB_00012
OBJ_00013,Relief,MG18913,Sculpture,West porch of the eastern Gopura III of Banteay Srei: the combat of Sunda and Upasunda fighting over the celestial nymph Tilottama,Hinduism,195 x 269 x 64 cm,https://images.grandpalaisrmn.fr/ark:/36255/03-000282,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00013,MUS_00002,OBJPR_00013,TSOB_00013
OBJ_00014,Pillar,MG18882,Sculpture,Corner termination,Hinduism,82 x 41 x 44 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-012738,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00014,MUS_00002,OBJPR_00014,TSOB_00014
OBJ_00015,Antefix,Ka1822,Sculpture,"Antefix, reduced architectural element, ",Hinduism,95 x 38 x 38 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012730,Architectural,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00015,MUS_00001,OBJPR_00015,TSOB_00015
OBJ_00016,Relief,Ka1819,Sculpture,Decorative lintel,Hinduism,82 x 186 x 44.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012733,Architectural,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00016,MUS_00001,OBJPR_00016,TSOB_00016
OBJ_00017,Figure,Ka801,Sculpture,Guardian with rapace head ,Hinduism,86.5 x 52.5 x 47 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012743,Architectural,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00017,MUS_00001,OBJPR_00017,TSOB_00017
OBJ_00018,Relief,MG17488,Sculpture,Lintel depicting Shiva and Parvati riding Nandin,Hinduism,79 x 174 x 52 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-018477,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1936,"Cambodia, Thailand",11th century ,1002,1050,Suryavarman I,URL_00018,MUS_00002,OBJPR_00018,TSOB_00018
OBJ_00019,Antefix,MG18883,Sculpture,Antefix depicting Shiva,Hinduism,,https://images.grandpalaisrmn.fr/ark:/36255/00-018131,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,11th century ,1002,1050,Suryavarman I,URL_00019,MUS_00002,OBJPR_00019,TSOB_00019
OBJ_00020,Relief,Ka1826,Sculpture,Decorative lintel,Hinduism,71 x 138 x 15 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012540,Architectural,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Mid 11th century,1050,1066,Udayadityavarman II,URL_00020,MUS_00001,OBJPR_00020,TSOB_00020
OBJ_00021,Stele,Ka1760,Sculpture,Stele with ancient Khmer writings,Hinduism,96 x 41 x 8 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012512,Architectural,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Sambor_Prei_Kuk_Complex,7th to 8th century,657,713,"Jayavarman I, Queen Jayadevi",URL_00021,MUS_00001,OBJPR_00021,TSOB_00021
OBJ_00022,Relief,MG18856,Sculpture,"Lintel, Vishnu Anantasayin or Sesasayin (Vishnu reclining on Ananta)",Hinduism,69 x 214 x 34 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-016816,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,Early 13th century,1218,1243,Indravarman II,URL_00022,MUS_00002,OBJPR_00022,TSOB_00022
OBJ_00023,Relief,38315,Sculpture,Relief with dragon (Makara) motifs,Hinduism,47 x 142.2 cm,http://www.metmuseum.org/art/collection/search/38315,Architectural,Sandstone,Metropolitan Museum of Art,NewYork,1985,Sambor_Prei_Kuk_Complex,Early 7th century,616,637,Isanavarman I,URL_00023,MUS_00003,OBJPR_00023,TSOB_00023
OBJ_00024,Relief,38450,Sculpture,Relief with Vishnu,Hinduism,49.2 x 133.3 cm,http://www.metmuseum.org/art/collection/search/38450,Architectural,Sandstone,Metropolitan Museum of Art,NewYork,1987,"Cambodia, Thailand",Late 11th century,1080,1107,Jayavarman VI,URL_00024,MUS_00003,OBJPR_00024,TSOB_00024
OBJ_00025,Relief,II 20,Sculpture,Fragment of a Naga balustrade,Buddhism,83 x 45 x 31,https://id.smb.museum/object/1905739/fragment-einer-naga-balustrade,Architectural,Sandstone,Museum of Asian Art (Museum für Asiatische Kunst),Berlin,1898,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00025,MUS_00006,OBJPR_00025,TSOB_00025
OBJ_00026,Pillar (fragment),38303,Sculpture,Fragment with dancing figures and lotuses,Buddhism,83.3 x 41.9 cm,http://www.metmuseum.org/art/collection/search/38303,Architectural,Stone,Metropolitan Museum of Art,NewYork,1936,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00026,MUS_00003,OBJPR_00026,TSOB_00026
OBJ_00027,Relief,38305,Sculpture,Relief featuring Buddha imagery,Buddhism,61.5 x 125.7 cm,http://www.metmuseum.org/art/collection/search/38305,Architectural,Sandstone,Metropolitan Museum of Art,NewYork,1984,"Cambodia, Thailand",Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00027,MUS_00003,OBJPR_00027,TSOB_00027
OBJ_00028,Relief,MG18045,Sculpture,Kinnari lintel,Hinduism,92 x 80 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-016816,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00028,MUS_00002,OBJPR_00028,TSOB_00028
OBJ_00029,Relief,38891,Sculpture,Architectural roof ornament,Secular,21 cm,http://www.metmuseum.org/art/collection/search/38891,Architectural,Ceramic,Metropolitan Museum of Art,NewYork,1941,"Cambodia, Thailand",13th century,1243,1295,Jayavarman VIII,URL_00029,MUS_00003,OBJPR_00029,TSOB_00029
OBJ_00030,Antefix,65095,Sculpture,Architectural antefix with male figure,Hinduism,63.5 x 33.7 cm,http://www.metmuseum.org/art/collection/search/65095,Architectural,Sandstone,Metropolitan Museum of Art,NewYork,2003,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00030,MUS_00003,OBJPR_00030,TSOB_00030
OBJ_00031,Relief,143463,Sculpture,Relief with Garuda,Hinduism,52.6 x 118.1 x 17.8 cm,https://openaccess-cdn.clevelandart.org/1967.37/1967.37_web.jpg,Architectural,Sandstone,Cleveland Museum of Art,Cleveland,1967,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00031,MUS_00005,OBJPR_00031,TSOB_00031
OBJ_00032,Relief,M.C. 7262,Sculpture,"Ridge tile used in Khmer architectural roofing systems, likely functional and decorative",Hinduism, 12.3 x 16.7 x 10.3 cm,https://www.parismuseescollections.paris.fr/fr/musee-cernuschi/oeuvres/tuile-de-faitage-6#infos-principales,Architectural,Sandstone,Cernuschi Museum (Musée Cernuschi),Paris,1926,Angkor_Complex,11th century ,1002,1050,Suryavarman I,URL_00032,MUS_00007,OBJPR_00032,TSOB_00032
OBJ_00033,Pediment fragment,M.C. 7269,Sculpture,"Fragment of a gable/pediment, likely part of temple or building decoration",Hinduism, 17.5 x 6.7 cm,https://www.parismuseescollections.paris.fr/fr/musee-cernuschi/oeuvres/fragment-de-plaque-decorative#infos-principales,Architectural,Sandstone,Cernuschi Museum (Musée Cernuschi),Paris,1926,Angkor_Complex,11th century ,1002,1050,Suryavarman I,URL_00033,MUS_00007,OBJPR_00033,TSOB_00033
OBJ_00034,Figure,38449,Sculpture,Guardian Lion,Secular,109 cm,http://www.metmuseum.org/art/collection/search/38449,Architectural,Stone,Metropolitan Museum of Art,NewYork,1979,"Cambodia, Thailand",11th century ,1002,1050,Suryavarman I ,URL_00034,MUS_00003,OBJPR_00034,TSOB_00034
OBJ_00035,Relief,39544,Sculpture,Relief with Vishnu on Serpent,Hinduism,12.4 x 21.7 cm,http://www.metmuseum.org/art/collection/search/39544,Architectural,Stone,Metropolitan Museum of Art,NewYork,1996,Koh_Ker_Complex,Mid 10th Century,928,941,Jayavarman IV,URL_00035,MUS_00003,OBJPR_00035,TSOB_00035
OBJ_00036,Relief,MG26691,Sculpture,Ridge frieze with defaced Buddhas,Buddhism,,https://images.grandpalaisrmn.fr/ark:/36255/07-500343,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00036,MUS_00002,OBJPR_00036,TSOB_00036
OBJ_00037,Pillar (fragment),MG18120,Sculpture,Corner pilaster,Hinduim,200 x 37 x 37 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-017714,Architectural,Sandstone,Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00037,MUS_00002,OBJPR_00037,TSOB_00037
OBJ_00038,Ornament,37783,Metalwork,Features lotus motifs,Buddhism,17.8 cm,http://www.metmuseum.org/art/collection/search/37783,Ornament,"Bronze, Gilded",Metropolitan Museum of Art,NewYork,1991,"Cambodia, Thailand",12th century,1113,1150,Suryavarman II,URL_00038,MUS_00003,OBJPR_00038,TSOB_00038
OBJ_00039,Figure,II 1138,Metalwork,Eight-headed dancing Hevajra,Hinduism,30.8 x 20.7 x 9.5 cm,https://id.smb.museum/object/813307/achtk%C3%B6pfiger-tanzender-hevajra,Devotional,Bronze,Museum of Asian Art (Museum für Asiatische Kunst),Berlin,1987,Angkor_Complex,Early 13th century,1218,1243,Indravarman II,URL_00039,MUS_00006,OBJPR_00039,TSOB_00039
OBJ_00040,Figure,"19,540,715.10",Metalwork,"Figure (Ganesha, part of).",Hinduism,8.5 in,https://media.britishmuseum.org/media/Repository/Documents/2014_10/5_5/753a3486_6186_472e_8d2b_a3bb005cb3af/preview_00304648_001.jpg,Devotional,"Bronze, Gold",The British Museum,London,1954,Cambodia,Early 13th century,1218,1243,Indravarman II,URL_00040,MUS_00004,OBJPR_00040,TSOB_00040
OBJ_00041,Figure,"19,540,715.18",Metalwork,"Figure of a standing female deity. Made of cast Bronze., ",Hinduism,13.2 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/b394ed5f_7541_44f1_89eb_a3b9014ab47f/preview_00222971_001.jpg,Devotional,Bronze,The British Museum,London,1954,Cambodia,Early 13th century,1218,1243,Indravarman II,URL_00041,MUS_00004,OBJPR_00041,TSOB_00041
OBJ_00042,Figure,"19,540,715.17",Metalwork,"A crowned and bejewelled Buddha seated in bhumisparsa mudra (the gesture of enlightenment). Made of cast Bronze., ",Buddhism,3.3 in,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/9b2d0aee_7f4e_4bb8_93e9_a3b9014ab13d/preview_00222969_001.jpg,Devotional,Bronze,The British Museum,London,1954,Cambodia,Early 13th century,1218,1243,Indravarman II,URL_00042,MUS_00004,OBJPR_00042,TSOB_00042
OBJ_00043,Figure,MA540,Metalwork,Yogini Dancer,Hinduism,9 cm,https://images.grandpalaisrmn.fr/ark:/36255/02-005053,Devotional,Bronze,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,Early 13th century,1218,1243,Indravarman II,URL_00043,MUS_00002,OBJPR_00043,TSOB_00043
OBJ_00044,Figure,C6500,Metalwork,Female figure in a dancing posture,Hinduism,21 x 15 x 5.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/02-004842,Devotional,Bronze,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,Early 13th century,1218,1243,Indravarman II,URL_00044,MUS_00002,OBJPR_00044,TSOB_00044
OBJ_00045,Figure,"19,540,715.16",Metalwork,"Figure of the Buddha protected by a naga serpent. The Buddha is seated in dhyana mudra (gesture of meditation) and holds a round object in his lap. Made of cast Bronze., ",Buddhism,13.2 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/b73479f5_f427_4967_b6cb_a3b9014ab2d5/preview_00222970_001.jpg,Devotional,Bronze,The British Museum,London,1954,Cambodia,14th century,1295,1308,Indravarman III,URL_00045,MUS_00004,OBJPR_00045,TSOB_00045
OBJ_00046,Figure,–,Metalwork,Maitreya ,Buddhism,32.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015675,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Sambor_Prei_Kuk_Complex,Early 7th century,616,637,Isanavarman I,URL_00046,MUS_00001,OBJPR_00046,TSOB_00046
OBJ_00047,Figure,Ga5412,Metalwork,Buddha sculpture,Buddhism,27.5 x 13 x 9 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-014160,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Sambor_Prei_Kuk_Complex,Early 7th century,616,637,Isanavarman I,URL_00047,MUS_00001,OBJPR_00047,TSOB_00047
OBJ_00048,Figure,Ga5387,Metalwork,Vishnu reclining on Ananta,Hinduism,122 x 222 x 72.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015653,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 11th century,1080,1107,Jayavarman VI,URL_00048,MUS_00001,OBJPR_00048,TSOB_00048
OBJ_00049,Figure,"19,540,715.12",Metalwork,"Figure of a standing female deity. Made of cast Bronze., ",Hinduism,7.8 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/0183d6e9_7a38_4d05_9915_a3b9014aa940/preview_00222967_001.jpg,Devotional,Bronze,The British Museum,London,1954,Cambodia,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00049,MUS_00004,OBJPR_00049,TSOB_00049
OBJ_00050,Figure,"19,540,715.90",Metalwork,"Four-armed, crowned male deity holding attributes in each hand. Made of cast Bronze., ",Hinduism,5.3 in,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/38d9170e_4f1d_4f82_8d5e_a3b9014aa5b9/preview_00222965_001.jpg,Devotional,Bronze,The British Museum,London,1954,Cambodia,12th century-13th century (possibly),1181,1218,Jayavarman VII,URL_00050,MUS_00004,OBJPR_00050,TSOB_00050
OBJ_00051,Figure,"19,240,707.10",Metalwork,"Figure of a male, probably a deity, wearing a pointed diadem. The hands, which are extended, are broken off, and probably once held objects. Made of cast Bronze., ",Hinduism,7.5 in,https://media.britishmuseum.org/media/Repository/Documents/2025_2/3_10/ac9cb6b0_077a_4344_883e_b27900ad9f88/preview_1924_0707_1.jpg,Devotional,Bronze,The British Museum,London,1924,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00051,MUS_00004,OBJPR_00051,TSOB_00051
OBJ_00052,Figure,"19,991,006.60",Metalwork,"Cast Bronze image of a kneeling male, probably Vishvakarma, the celestial architect., ",Hinduism,9 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_2/21cf75e1_b221_45b9_bf47_a3dd002db0f3/preview_01351040_001.jpg,Devotional,Bronze,The British Museum,London,1991,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00052,MUS_00004,OBJPR_00052,TSOB_00052
OBJ_00053,Figure,"19,991,006.50",Metalwork,"Cast Bronze image of the diety Vishnu with four arms, standing atop Garuá¸a., ",Hinduism,12 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_2/6e52728b_ee88_451d_9ec5_a3dd002cdcd0/preview_01350769_001.jpg,Devotional,Bronze,The British Museum,London,1991,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00053,MUS_00004,OBJPR_00053,TSOB_00053
OBJ_00054,Figure,"19,991,006.30",Metalwork,"Cast Bronze image depicting a four-armed male figure (deity), squatting down on a shallow circular pedestal., ",Hinduism,10 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_2/8d5840a3_d12f_41cf_9d65_a3dd002cd527/preview_01350766_001.jpg,Devotional,Bronze,The British Museum,London,1991,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00054,MUS_00004,OBJPR_00054,TSOB_00054
OBJ_00055,Figure,"19,991,006.70",Metalwork,"Cast Bronze image of a crowned and bejeweled dakini, a female deity in Tantric Buddhist traditions, dancing upon a corpse. She holds  an animal in her left hand and a drum in her right one., ",Buddhism,9 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_2/2f7c061a_bbd0_457e_a9b9_a3dd002ce226/preview_01350771_001.jpg,Devotional,Bronze,The British Museum,London,1991,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00055,MUS_00004,OBJPR_00055,TSOB_00055
OBJ_00056,Figure,"19,991,006.20",Metalwork,"Cast Bronze image of a standing PrajÃ±ÄparamitÄ with the Buddha Amitabha in her headdress. She is holding unidentified objects in both outstretched hands. A tang protrudes from the base., ",Buddhism,12.5 cm,https://media.britishmuseum.org/media/Repository/Documents/2025_12/4_11/1643b423_f153_48ce_9d95_b3a900c40138/preview_IMG_5985.jpg,Devotional,Bronze,The British Museum,London,1991,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00056,MUS_00004,OBJPR_00056,TSOB_00056
OBJ_00057,Figure,MA539,Metalwork,Vishnu Garudavahana,Hinduism,14.2 x 7 cm,https://images.grandpalaisrmn.fr/ark:/36255/02-004894,Devotional,Bronze,Guimet Museum (Musée Guimet),Paris,1949,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00057,MUS_00002,OBJPR_00057,TSOB_00057
OBJ_00058,Figure,MG18888,Metalwork,End piece in the shape of a Naga,Buddhism,29 x 15 x 6 cm,https://images.grandpalaisrmn.fr/ark:/36255/02-004833,Devotional,Bronze,Guimet Museum (Musée Guimet),Paris,1936,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00058,MUS_00002,OBJPR_00058,TSOB_00058
OBJ_00059,Figure,Ga2682,Metalwork,Sadasiva with multiple heads and arms,Hinduism,34 x 18 x 8.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015664,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00059,MUS_00001,OBJPR_00059,TSOB_00059
OBJ_00060,Figure,Ga2424,Metalwork,"Triade Bouddhique, Dhyanamudra and Buddha protected by the Naga",Buddhism,49.5 x 41.5 x 16 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015651,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00060,MUS_00001,OBJPR_00060,TSOB_00060
OBJ_00061,Figure,Ga5333,Metalwork,Prajnaparamita with multiple arms and heads ,Buddhism,15 x 13 x 4 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015642,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00061,MUS_00001,OBJPR_00061,TSOB_00061
OBJ_00062,Figure,Ga2320,Metalwork,"Elephant multiple arms, Ganesha",Hinduism,25.5 x 23.5 x 12 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015637,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00062,MUS_00001,OBJPR_00062,TSOB_00062
OBJ_00063,Figure,Ga2494,Metalwork,"Miniature shrine of Hevajra, tutelary deity of tantric Buddhism",Buddhism,20.5 x 16 x 16 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015789,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00063,MUS_00001,OBJPR_00063,TSOB_00063
OBJ_00064,Figure,Ga5340,Metalwork,Lokesvara four arms,Buddhism,44 x 20 x 12.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015826,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00064,MUS_00001,OBJPR_00064,TSOB_00064
OBJ_00065,Figure,Ga2283,Metalwork,Triade brahmanic,Hinduism,24.5 x 24 x 8.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015638,Devotional,"Bronze, Gilded",National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00065,MUS_00001,OBJPR_00065,TSOB_00065
OBJ_00066,Figure,Ga3293,Metalwork,Buddha protected by Naga,Buddhism,46 x 26.5 x 14 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012751,Devotional,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00066,MUS_00001,OBJPR_00066,TSOB_00066
OBJ_00067,Figure,"19,991,006.40",Metalwork,"Cast Bronze standing image of the deity Vishnu with four arms. In his back hands, he holds his identifiable attributes (objects) of discus (wheel-shape) and conch Shell. In his front hands, he holds a mace or staff and an orb. His robes fly out from the front and back. There is a tang on the base, indicating that the figure would have been mounted on a larger base, perhaps as part of a tableau., ",Hinduism,14.5 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_2/23b7f035_31ec_4157_b865_a3dd002cd704/preview_01350767_001.jpg,Devotional,Bronze,The British Museum,London,1991,Angkor_Complex,13th century,1243,1295,Jayavarman VIII,URL_00067,MUS_00004,OBJPR_00067,TSOB_00067
OBJ_00068,Figure,II 40,Metalwork,Statuette of a Bodhisattva,Buddhism,31 x 18.5 x 14.5 cm,https://id.smb.museum/object/981947/statuette-eines-bodhisattva,Devotional,Bronze,Museum of Asian Art (Museum für Asiatische Kunst),Berlin,,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00068,MUS_00006,OBJPR_00068,TSOB_00068
OBJ_00069,Figurine,MA1067,Metalwork,Offering bearer,Hinduism,18.5 x 8.5 x 8.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/02-005064,Devotional,Bronze,Guimet Museum (Musée Guimet),Paris,1952,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00069,MUS_00002,OBJPR_00069,TSOB_00069
