ID,Label,Identifier,Type,Description,Religion,Dimension,Representation,Use,Medium,Current Keeper,CurrentLocation,Acquisition Date,ProductionLocation,TimeSpan,Start,End,Ruler,IDU,IDM,IDObjProdc,IDObjTimeSp
OBJ_00149,Head,MG17485,Sculpture,Head of Deva,Hinduism,44 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-011831,Devotional,Sandstone,Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00149,MUS_00002,OBJPR_00149,TSOB_00149
OBJ_00150,Head,MG25068,Sculpture,Head of Deva,Hinduism,,https://images.grandpalaisrmn.fr/ark:/36255/07-503618,Devotional,Sandstone,Guimet Museum (Musée Guimet),Paris,1931,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00150,MUS_00002,OBJPR_00150,TSOB_00150
OBJ_00151,Figure,Ka1698,Sculpture,Laksmi from Preah Ko temple (Roluos),Hinduism,188 x 59 x 45 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015639,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00151,MUS_00001,OBJPR_00151,TSOB_00151
OBJ_00152,Figure,Ka1797,Sculpture,Umamahesvara sculture,Hinduism,65.5 x 51 x 43 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015777,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00152,MUS_00001,OBJPR_00152,TSOB_00152
OBJ_00153,Figure,–,Sculpture,"Jayavarman VII, king of Khmer, in Meditation of the Buddha",Buddhism,135 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012724,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00153,MUS_00001,OBJPR_00153,TSOB_00153
OBJ_00154,Figure,Ka1691,Sculpture,"""Perfection of Wisdom,"" Prajnaparamita mother of all Buddhas",Buddhism,94.5 x 32.5 x 16 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015837,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00154,MUS_00001,OBJPR_00154,TSOB_00154
OBJ_00155,Figure,"19,240,714.10",Sculpture,"Figure of the Buddha seated in meditation on the coils of a naga (mythical serpent). The Buddha wears a conical head-dress and a monk's robe. Made of carved Sandstone., ",Buddhism,15 cm,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_12/43211d2a_a028_46b0_b350_a3dd00c761a1/preview_01358628_001.jpg,Devotional,Sandstone,The British Museum,London,1924,Angkor_Complex,13th century,1243,1295,Jayavarman VIII,URL_00155,MUS_00004,OBJPR_00155,TSOB_00155
OBJ_00156,Figure,MG14918,Sculpture,Vishnu Sculpture,Hinduism,100 cm,https://images.grandpalaisrmn.fr/ark:/36255/23-01727606,Devotional,Sandstone,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00156,MUS_00002,OBJPR_00156,TSOB_00156
OBJ_00157,Figure,MG14892,Sculpture,The bodhisattva Vajrapani,Buddhism,111 x 47 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-018279,Devotional,Sandstone,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00157,MUS_00002,OBJPR_00157,TSOB_00157
OBJ_00158,Figure,Ka1579,Sculpture,Figure of Varuna,Hinduism,77 x 40 x 40 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012728,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00158,MUS_00001,OBJPR_00158,TSOB_00158
OBJ_00159,Relief,Ka1625,Sculpture,"Krishna Govardhana, high relief from Vat Koh, Prei Krabas",Hinduism,160 x 62 x 34 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015656,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Cambodia,Late 6th century,,,Rudravarman,URL_00159,MUS_00001,OBJPR_00159,TSOB_00159
OBJ_00160,Figure,Ga5330,Sculpture,Avalokitesvara,Buddhism,17.8 x 5.7 x 4 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015768,Devotional,"Lead, Tin",National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Cambodia,Late 6th century,,,Rudravarman,URL_00160,MUS_00001,OBJPR_00160,TSOB_00160
OBJ_00161,Figure,"19,590,513.10",Sculpture,"Head of an unidentified deity with a conical crown. Made of carved Sandstone., ",Hinduism,7.8 in,https://media.britishmuseum.org/media/Repository/Documents/2014_11/8_3/e175d2d2_5116_4df8_97eb_a3dd003d06d9/preview_01354641_001.jpg,Devotional,Sandstone,The British Museum,London,1959,Angkor_Complex,11th century ,1002,1050,Suryavarman I,URL_00161,MUS_00004,OBJPR_00161,TSOB_00161
OBJ_00162,Figure,50668,Sculpture,Four-armed Avalokiteshvara,Buddhism,26 cm,http://www.metmuseum.org/art/collection/search/50668,Devotional,Bronze,Metropolitan Museum of Art,NewYork,1999,"Cambodia, Thailand",11th century ,1002,1050,Suryavarman I,URL_00162,MUS_00003,OBJPR_00162,TSOB_00162
OBJ_00163,Figure,"20,020,330.10",Sculpture,"Sandstone sculpture of a standing apsaras composed of six individual pieces. Each piece has dowel holes to join it together. Figure., ",Hinduism,30 cm,https://media.britishmuseum.org/media/Repository/Documents/2019_8/12_16/12977a03_d6bc_458a_88e7_aaa7010b4aa8/preview_20190618_120452.jpg,Devotional,Sandstone,The British Museum,London,2002,Cambodia,12th century,1113,1150,Suryavarman II,URL_00163,MUS_00004,OBJPR_00163,TSOB_00163
OBJ_00164,Figure,38454,Sculpture,Four-armed Vishnu,Hinduism,97.7 cm,http://www.metmuseum.org/art/collection/search/38454,Devotional,Stone,Metropolitan Museum of Art,NewYork,1984,Cambodia,12th century,1113,1150,Suryavarman II,URL_00164,MUS_00003,OBJPR_00164,TSOB_00164
OBJ_00165,Figure (fragment),39272,Sculpture,Small Bronze fragment,Secular,6.25 cm,http://www.metmuseum.org/art/collection/search/39272,Devotional,Bronze,Metropolitan Museum of Art,NewYork,,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00165,MUS_00003,OBJPR_00165,TSOB_00165
OBJ_00166,Figure,679657,Sculpture,Sheath for ritual conch shell,Hinduism,35 cm,https://openaccess-cdn.clevelandart.org/1977.176.d/1977.176.d_web.jpg,Devotional,"Shell, Bronze",Cleveland Museum of Art,Cleveland,1977,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00166,MUS_00005,OBJPR_00166,TSOB_00166
OBJ_00167,Figure,145088,Sculpture,Lion,Hinduism,95.2 x 47.6 cm,https://openaccess-cdn.clevelandart.org/1970.27/1970.27_web.jpg,Devotional,Stone,Cleveland Museum of Art,Cleveland,1970,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00167,MUS_00005,OBJPR_00167,TSOB_00167
OBJ_00168,Figure,169260,Sculpture,One of a Pair of Decorated Palanquin Hooks and Rings,Hinduism,52.6 x 34.2 x 23 cm,https://openaccess-cdn.clevelandart.org/2011.142.2/2011.142.2_web.jpg,Devotional,Bronze,Cleveland Museum of Art,Cleveland,2011,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00168,MUS_00005,OBJPR_00168,TSOB_00168
OBJ_00169,Palanquin,169258,Sculpture,A Pair of Decorated Palanquin Hooks and Rings,Secular,52.6 x 34.2 x 23 cm,https://openaccess-cdn.clevelandart.org/2011.142/2011.142_web.jpg,Devotional,Bronze,Cleveland Museum of Art,Cleveland,2011,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00169,MUS_00005,OBJPR_00169,TSOB_00169
OBJ_00170,Palanquin,169259,Sculpture,One of a Pair of Decorated Palanquin Hooks and Rings,Secular,52.6 x 34.2 x 23 cm,https://openaccess-cdn.clevelandart.org/2011.142.1/2011.142.1_web.jpg,Devotional,Bronze,Cleveland Museum of Art,Cleveland,2011,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00170,MUS_00005,OBJPR_00170,TSOB_00170
OBJ_00171,Head,119692,Sculpture,Head of Shiva,Hinduism,42 cm,https://openaccess-cdn.clevelandart.org/1940.53/1940.53_web.jpg,Devotional,Sandstone,Cleveland Museum of Art,Cleveland,1940,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00171,MUS_00005,OBJPR_00171,TSOB_00171
OBJ_00172,Figure,139455,Sculpture,Naga-Enthroned Buddha,Buddhism,58.4 x 28 cm,https://openaccess-cdn.clevelandart.org/1963.263/1963.263_web.jpg,Devotional,"Bronze, Gilded",Cleveland Museum of Art,Cleveland,1963,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00172,MUS_00005,OBJPR_00172,TSOB_00172
OBJ_00173,Figure,139457,Sculpture,Naga-enthroned Buddha (base),Buddhism,58.4 x 28 cm,https://openaccess-cdn.clevelandart.org/1963.263.b/1963.263.b_web.jpg,Devotional,Bronze,Cleveland Museum of Art,Cleveland,1963,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00173,MUS_00005,OBJPR_00173,TSOB_00173
OBJ_00174,Figure,139458,Sculpture,Naga-enthroned Buddha (serpent hoods),Buddhism,58.4 x 28 cm,https://openaccess-cdn.clevelandart.org/1963.263.c/1963.263.c_web.jpg,Devotional,Bronze,Cleveland Museum of Art,Cleveland,1963,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00174,MUS_00005,OBJPR_00174,TSOB_00174
OBJ_00175,Figure,MG14903,Sculpture,Brahma sculpture,Hinduism,,https://images.grandpalaisrmn.fr/ark:/36255/08-521596,Devotional,Sandstone,Guimet Museum (Musée Guimet),Paris,1890,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00175,MUS_00002,OBJPR_00175,TSOB_00175
OBJ_00176,Figure,MG14906,Sculpture,Brahma sculpture,Hinduism,,https://images.grandpalaisrmn.fr/ark:/36255/08-521597,Devotional,Sandstone,Guimet Museum (Musée Guimet),Paris,1890,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00176,MUS_00002,OBJPR_00176,TSOB_00176
OBJ_00177,Figure,MG14913,Sculpture,Brahma sculpture,Hinduism,,https://images.grandpalaisrmn.fr/ark:/36255/08-521598,Devotional,Sandstone,Guimet Museum (Musée Guimet),Paris,1890,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00177,MUS_00002,OBJPR_00177,TSOB_00177
OBJ_00178,Figure,MA5960,Sculpture,Male deity (Lokeshvara),Buddhism,63 x 30 cm,https://images.grandpalaisrmn.fr/ark:/36255/03-000132,Devotional,Bronze,Guimet Museum (Musée Guimet),Paris,1992,"Cambodia, Thailand",12th century,1113,1150,Suryavarman II,URL_00178,MUS_00002,OBJPR_00178,TSOB_00178
OBJ_00179,Figure,Ka882,Sculpture,"Vishnu with multiple arms,  from Prasat Damrei Krap, Phnom Kulen",Hinduism,179 x 76 x 45 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-014453,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00179,MUS_00001,OBJPR_00179,TSOB_00179
OBJ_00180,Figure,Ka1645,Sculpture,Rajendradevi as Gauri ,Hinduism,174 x 50 x 37 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012709,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00180,MUS_00001,OBJPR_00180,TSOB_00180
OBJ_00181,Figure,Ka985,Sculpture,"Buddhism, Naga mythology, ",Buddhism,88.5 x 43 x 27 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-014146,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00181,MUS_00001,OBJPR_00181,TSOB_00181
OBJ_00182,Figure,Ka1810,Sculpture,Vishnu multiple arms,Hinduism,101 x 26 x 25 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015796,Devotional,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00182,MUS_00001,OBJPR_00182,TSOB_00182
OBJ_00183,Figure,38300,Sculpture,Standing deity figure,Hinduism,75.6 x 22.9 cm,http://www.metmuseum.org/art/collection/search/38300,Devotional,Stone,Metropolitan Museum of Art,NewYork,1983,Cambodia,Mid 11th century,1050,1066,Udayadityavarman II,URL_00183,MUS_00003,OBJPR_00183,TSOB_00183
OBJ_00184,Figure,38301,Sculpture,Male deity figure,Hinduism,116.2 cm,http://www.metmuseum.org/art/collection/search/38301,Devotional,Sandstone,Metropolitan Museum of Art,NewYork,1987,Cambodia,Mid 11th century,1050,1066,Udayadityavarman II,URL_00184,MUS_00003,OBJPR_00184,TSOB_00184
OBJ_00185,Figure,145377,Sculpture,Standing Female Figure,Hinduism,91.4 cm,https://openaccess-cdn.clevelandart.org/1970.60/1970.60_web.jpg,Devotional,Sandstone,Cleveland Museum of Art,Cleveland,1970,Angkor_Complex,Mid 11th century,1050,1066,Udayadityavarman II,URL_00185,MUS_00005,OBJPR_00185,TSOB_00185
OBJ_00186,Figure,149430,Sculpture,Kneeling Male Figure,Hinduism,43.2 cm,https://openaccess-cdn.clevelandart.org/1978.8/1978.8_web.jpg,Devotional,Bronze,Cleveland Museum of Art,Cleveland,1978,Angkor_Complex,Mid 11th century,1050,1066,Udayadityavarman II,URL_00186,MUS_00005,OBJPR_00186,TSOB_00186
OBJ_00187,Head,MG18100,Sculpture,4 headed Brahma head,Hinduism,49 x 44 cm,https://images.grandpalaisrmn.fr/ark:/36255/00-010262,Devotional,Sandstone,Guimet Museum (Musée Guimet),Paris,1873,Angkor_Complex,Late 9th century to 10th century,889,910,Yasovarman I,URL_00187,MUS_00002,OBJPR_00187,TSOB_00187
OBJ_00188,Stele,Ka1823,Sculpture,Stele,Hinduism,106 x 56 x 23 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015782,Devotional / commemorative,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Mid 11th century,1050,1066,Udayadityavarman II,URL_00188,MUS_00001,OBJPR_00188,TSOB_00188
OBJ_00189,Figure,Ga5331,Metalwork,"Hevajra, “He lumineuse”, tutelary deity of tantric Buddhism, multiple arms and heads",Buddhism,30 x 14.5 x 6.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015865,Devotional / Ritual,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Mid 11th century,1050,1066,Udayadityavarman II,URL_00189,MUS_00001,OBJPR_00189,TSOB_00189
OBJ_00190,Figure,Ga5476,Metalwork,Mirror support – kneeling female,Secular,39 x 24 x 15.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-014145,Tool,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00190,MUS_00001,OBJPR_00190,TSOB_00190
OBJ_00191,Figure,Ka722,Sculpture,Guardian of scaffolding with yaksa head,Hinduism,90 x 51 x 43 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-014456,Ornament,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00191,MUS_00001,OBJPR_00191,TSOB_00191
OBJ_00192,Head,Ka701,Sculpture,Guardian Monkey head,Hinduism,88 x 50 x 41 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015655,Ornament,Sandstone,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00192,MUS_00001,OBJPR_00192,TSOB_00192
OBJ_00193,Ornament,MA3565,Metalwork,Naga Tripod,Hinduism,,https://images.grandpalaisrmn.fr/ark:/36255/02-004829,Ritual,Bronze,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00193,MUS_00002,OBJPR_00193,TSOB_00193
OBJ_00194,Ritual Object,"Ga5484,Ga5485",Metalwork,Conch shell (paired),Hinduism,–,https://images.grandpalaisrmn.fr/ark:/36255/97-015641,Ritual,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00194,MUS_00001,OBJPR_00194,TSOB_00194
OBJ_00195,Ritual Object,Ga5483,Metalwork,Vajra Mantrayana,Buddhism,13.8 cm height,https://images.grandpalaisrmn.fr/ark:/36255/97-015640,Ritual,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00195,MUS_00001,OBJPR_00195,TSOB_00195
OBJ_00196,Figure,Ga4170,Metalwork,Hevajra multiple arms and multiple heads ,Buddhism,22.5 x 12 x 7 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-015786,Ritual,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00196,MUS_00001,OBJPR_00196,TSOB_00196
OBJ_00197,Ritual Object,Ga5467,Metalwork,"Perfume burner or oil lamp (?), kneeling female figure, ",Hinduism,16.5 x 6.5 x 6.5 cm,https://images.grandpalaisrmn.fr/ark:/36255/97-012718,Ritual,Bronze,National Museum of Cambodia (សារមន្ទីរជាតិ),PhnomPehn,,Angkor_Complex,10th century,944,968,Rajendravarman II,URL_00197,MUS_00001,OBJPR_00197,TSOB_00197
OBJ_00198,Vessel,37723,Metalwork,Vessel in the form of a conch with Hevajra figure,Buddhism,20 x 8.9 cm.,http://www.metmuseum.org/art/collection/search/37723,Ritual,Bronze,Metropolitan Museum of Art,NewYork,1986,"Cambodia, Thailand",12th century,1113,1150,Suryavarman II,URL_00198,MUS_00003,OBJPR_00198,TSOB_00198
OBJ_00199,Bottle,M.C. 2022-61,Pottery,"Small ceramic bottle, possibly used for liquids or ritual substances",Secular, 8 x 8.6 cm,https://www.parismuseescollections.paris.fr/fr/musee-cernuschi/oeuvres/bouteille-29,Ritual,Ceramic,Cernuschi Museum (Musée Cernuschi),Paris,1926,Angkor_Complex,Late 10th century,968,1001,Jayavarman V,URL_00199,MUS_00007,OBJPR_00199,TSOB_00199
OBJ_00200,Linga,38298,Sculpture,Phallic emblem of Shiva,Hinduism,37.5 x 37.5 cm,http://www.metmuseum.org/art/collection/search/38298,Ritual,Stone,Metropolitan Museum of Art,NewYork,1988,Cambodia,Late 10th century,968,1001,Jayavarman V,URL_00200,MUS_00003,OBJPR_00200,TSOB_00200
OBJ_00201,Figure,"MG 18102 , MG 18103 , MG 24615 à MG 24617",Sculpture,"Fragment of the two long rows of giants, fierce in aspect (the asura) or peaceful (the deva).",Buddhism,426 x 128 x 38 cm,,Ritual,Sandstone,Guimet Museum (Musée Guimet),Paris,1873,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00201,MUS_00002,OBJPR_00201,TSOB_00201
OBJ_00202,Rock crystal,38909,Sculpture,Small rock crystal object,Secular,2.7 cm,http://www.metmuseum.org/art/collection/search/38909,Ritual,Crystal,Metropolitan Museum of Art,NewYork,1991,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00202,MUS_00003,OBJPR_00202,TSOB_00202
OBJ_00203,Relic,38910,Sculpture,"Crystal, gilded",Hinduism,2.5 cm,http://www.metmuseum.org/art/collection/search/38910,Ritual,"Crystal, Gilded",Metropolitan Museum of Art,NewYork,1991,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00203,MUS_00003,OBJPR_00203,TSOB_00203
OBJ_00204,Relic,38911,Sculpture,Small stone relic,Hinduism,4.5 cm,http://www.metmuseum.org/art/collection/search/38911,Ritual,Stone,Metropolitan Museum of Art,NewYork,1991,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00204,MUS_00003,OBJPR_00204,TSOB_00204
OBJ_00205,Container,39182,Sculpture,Lotus-shaped container with female figure,Secular,5.2 x 15.2 cm,http://www.metmuseum.org/art/collection/search/39182,Ritual,Bronze,Metropolitan Museum of Art,NewYork,1992,"Cambodia, Thailand",12th century,1113,1150,Suryavarman II,URL_00205,MUS_00003,OBJPR_00205,TSOB_00205
OBJ_00206,Stele,MG18104,Sculpture,Vishnuite  stele,Hinduism,105 x 41 x 41 cm,https://images.grandpalaisrmn.fr/ark:/36255/23-01726930,Ritual,Sandstone,Guimet Museum (Musée Guimet),Paris,1927,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00206,MUS_00002,OBJPR_00206,TSOB_00206
OBJ_00207,Bell,37786,Metalwork,One from a pair of small bells,Hinduism,3.8 cm,http://www.metmuseum.org/art/collection/search/37786,Ritual,"Bronze, Gilded",Metropolitan Museum of Art,NewYork,1991,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00207,MUS_00003,OBJPR_00207,TSOB_00207
OBJ_00208,Figure,39601,Metalwork,Finial with Vishnu on Garuda,Hinduism,26.8 cm,http://www.metmuseum.org/art/collection/search/39601,Ritual,Bronze,Metropolitan Museum of Art,NewYork,1996,"Cambodia, Thailand",Early 13th century,1218,1243,Indravarman II,URL_00208,MUS_00003,OBJPR_00208,TSOB_00208
OBJ_00209,Bell,50532,Metalwork,Bronze ceremonial bell,Hinduism,3.8 cm,http://www.metmuseum.org/art/collection/search/50532,Ritual,"Bronze, Gilded",Metropolitan Museum of Art,NewYork,1991,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00209,MUS_00003,OBJPR_00209,TSOB_00209
OBJ_00210,Vessel,"19,540,715.14",Pottery,"Standard. Figural representation of Visvakarma, the celestial architect, at the top of a now missing rod. The figure is kneeling and carrying a measuring rod. Made of cast Bronze., ",Hinduism,3.30 in,https://media.britishmuseum.org/media/Repository/Documents/2014_10/3_20/434092ef_af67_4e8e_88f2_a3b9014aa7b3/preview_00222966_001.jpg,Storage,Bronze,The British Museum,London,1954,Cambodia,Early 13th century,1218,1243,Indravarman II,URL_00210,MUS_00004,OBJPR_00210,TSOB_00210
OBJ_00211,Box,"19,971,003.10",Pottery,"Cosmetic box with lid with a pale greenish coloured wood ash glaze and incised decoration. Inside is a brown glaze. Greyish Ceramic., ",Secular,6 cm,https://media.britishmuseum.org/media/Repository/Documents/2024_4/15_13/5df8bef9_a53e_4265_81d2_b15300db2980/preview_DSC_0028.jpg,Storage,Ceramic,The British Museum,London,1997,Koh_Ker_Complex,Mid 10th Century,928,941,Jayavarman IV,URL_00211,MUS_00004,OBJPR_00211,TSOB_00211
OBJ_00212,Box,"19,970,326.70",Pottery,"Covered box with tapering foot, flat base and a lotus pod finial on the lid. Ceramic, with a greenish wood ash glaze, inside and outside., ",Secular,6.3 cm,https://media.britishmuseum.org/media/Repository/Documents/2024_4/15_13/81d83a4d_d942_47e9_b075_b15300d7e60d/preview_DSC_0023.jpg,Storage,Ceramic,The British Museum,London,1997,Koh_Ker_Complex,Mid 10th Century,928,941,Jayavarman IV,URL_00212,MUS_00004,OBJPR_00212,TSOB_00212
OBJ_00213,Box,M.C. 7263,Pottery,"Base fragment of a ceramic box, possibly for storage or ritual containment",Secular, 5.2 x 11.5 cm,https://www.parismuseescollections.paris.fr/fr/musee-cernuschi/oeuvres/partie-inferieure-d-une-boite,Storage,Ceramic,Cernuschi Museum (Musée Cernuschi),Paris,1926,Angkor_Complex,Late 11th century,1080,1107,Jayavarman VI,URL_00213,MUS_00007,OBJPR_00213,TSOB_00213
OBJ_00214,Vessel,"19,340,620.81",Pottery,"Ceramic with incised and combed decoration., ",Secular,8.4 cm,https://media.britishmuseum.org/media/Repository/Documents/2024_12/4_15/a5cfb88a_cdac_42cb_ab75_b23c01001529/preview_IMG_6016.jpg,Storage,Ceramic,The British Museum,London,1934,"Cambodia,Thailand",Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00214,MUS_00004,OBJPR_00214,TSOB_00214
OBJ_00215,Vessel,"19,340,620.75",Pottery,"Grey Ceramic with three incised lines and an incised looping motif., ",Secular,5.3 cm,https://media.britishmuseum.org/media/Repository/Documents/2024_12/4_11/380199db_eedd_41ad_8ddd_b23c00b6ba0d/preview_IMG_5936.jpg,Storage,Ceramic,The British Museum,London,1934,"Cambodia,Thailand",Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00215,MUS_00004,OBJPR_00215,TSOB_00215
OBJ_00216,Vessel,"19,760,622.80",Pottery,"Part of the rim of a Ceramic vessel with prominent double ridging and dark brown glaze., ",Secular,9.3 cm,https://media.britishmuseum.org/media/Repository/Documents/2024_10/17_11/ac70eb56_de0d_4503_87dd_b20c00c1ecef/preview_RRI10660__2_.jpg,Storage,Ceramic,The British Museum,London,1976,Angkor_Complex,Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00216,MUS_00004,OBJPR_00216,TSOB_00216
OBJ_00217,Vessel,"19,990,205.40",Pottery,"Ceramic with a degraded brown glaze., ",Secular,8.3 cm,https://media.britishmuseum.org/media/Repository/Documents/2025_5/14_14/5749ae5d_f5a1_442f_8063_b2dd00ee895d/preview_IMG_9630.jpg,Storage,Ceramic,The British Museum,London,1999,"Cambodia, Thailand",Late 12th century to 13th century,1181,1218,Jayavarman VII,URL_00217,MUS_00004,OBJPR_00217,TSOB_00217
OBJ_00218,Vessel,"19,760,622.11",Pottery,"Jar (part of). Fragment of a jar with incised decoration under a dark brown glaze.., ",Secular,9 cm,https://media.britishmuseum.org/media/Repository/Documents/2025_2/20_12/38173d2c_872c_4141_84f3_b28a00c8e2ca/preview_IMG_7974.jpg,Storage,Ceramic,The British Museum,London,1976,Angkor_Complex,13th century,1243,1295,Jayavarman VIII,URL_00218,MUS_00004,OBJPR_00218,TSOB_00218
OBJ_00219,Vessel,"19,340,620.72",Pottery,"Part of a jar. Grey Ceramic with three incised lines and a combed wavy line., ",Secular,6.9 cm,https://media.britishmuseum.org/media/Repository/Documents/2024_12/4_13/b5c03dfd_1be0_42b4_b6ec_b23c00e61475/preview_IMG_5984.jpg,Storage,Ceramic,The British Museum,London,1934,Angkor_Complex,13th century,1243,1295,Jayavarman VIII,URL_00219,MUS_00004,OBJPR_00219,TSOB_00219
OBJ_00220,Pot,M.C. 7264,Pottery,"Small ceramic pot, likely used for storage or domestic purposes",Secular, 10.5 x 11.5 cm,https://www.parismuseescollections.paris.fr/fr/musee-cernuschi/oeuvres/pot-23,Storage,Ceramic,Cernuschi Museum (Musée Cernuschi),Paris,1926,Angkor_Complex,11th century ,1002,1050,Suryavarman I,URL_00220,MUS_00007,OBJPR_00220,TSOB_00220
OBJ_00221,Vessel,154790,Pottery,Khmer Vase,Hinduism,28.2 cm,https://openaccess-cdn.clevelandart.org/1989.366/1989.366_web.jpg,Storage,Ceramic,Cleveland Museum of Art,Cleveland,1989,Angkor_Complex,12th century,1113,1150,Suryavarman II,URL_00221,MUS_00005,OBJPR_00221,TSOB_00221
